Cluster ID,confidence_score,Id,Name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Progmod,canonical_Phone,canonical_Center Director,canonical_Name,canonical_Number per Site EHS,canonical_Address,canonical_Agency,canonical_Column,canonical_IDHS Provider ID,canonical_Fax,canonical_Neighborhood,canonical_Email Address,canonical_Ounce of Prevention Description,canonical_Eearly Head Start Fund,canonical_Program Option,canonical_NAEYC Valid Until,canonical_ECE Available Programs,canonical_Id,canonical_NAEYC Program Id,canonical_Website,canonical_CC fund,canonical_Number per Site HS,canonical_Column2,canonical_Head Start Fund,canonical_Funded Enrollment,canonical_Zip,canonical_Length of Day,canonical_Purple binder service type,canonical_Director,canonical_Executive Director,canonical_Program Name
40,0.999980866909,61,Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd,,2437300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2437300',b'',b'carole robertson center for learning - carole robertson center ctr 2020',b'',b'2020 w roosevelt rd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'61',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
40,0.999980866909,62,Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd,,2437300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2437300',b'',b'carole robertson center for learning - carole robertson center ctr 2020',b'',b'2020 w roosevelt rd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'61',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
41,0.999981,63,Chinese American Service League - Chinese American Service League,2141 S Tan Ct,,7910418,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'7910418',b'',b'chinese american service league - chinese american service league',b'',b'2141 s tan ct',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'63',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
41,0.999981,64,Chinese American Service League - Chinese American Service League,2141 S Tan Ct,,7910418,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'7910418',b'',b'chinese american service league - chinese american service league',b'',b'2141 s tan ct',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'63',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
98,,65,First Church of Love And Faith - First Church of Love & Faith Annex,2141 W 79th St,,2246800,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.999980866909,66,El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave,,5231629,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5231629',b'',b'el hogar del nino/cuidar - el hogar del nino/cuidar- california',b'',b'2325 s california ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'487',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
42,0.999980866909,67,El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave,,5231629,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5231629',b'',b'el hogar del nino/cuidar - el hogar del nino/cuidar- california',b'',b'2325 s california ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'487',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
43,0.999720782042,68,Henry Booth House - Bernard Gentry,2326 S Dearborn St,,8428557,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'8428557',b'',b'henry booth house - bernard gentry',b'',b'2326 s dearborn st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'69',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
43,0.999720782042,69,Henry Booth House - Bernard Gentry,2326 S Dearborn St,,8428557,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'8428557',b'',b'henry booth house - bernard gentry',b'',b'2326 s dearborn st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'69',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
99,,70,Chicago State University - Kenyatta's Day Care,2334 E 75th,,2213777,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,71,Henry Booth House - Hillard House / Henry Booth,2401 S Wabash Ave,,7919710,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.999981,72,Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac,2414 S Albany Ave,,2775888,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2775888',b'',b'catholic charities of the archdiocese of chicago - our lady of tepeyac',b'',b'2414 s albany ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'72',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
45,0.999981,73,Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac,2414 S Albany Ave,,2775888,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2775888',b'',b'catholic charities of the archdiocese of chicago - our lady of tepeyac',b'',b'2414 s albany ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'72',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
101,,74,YMCA of Metropolitan Chicago - High Ridge YMCA,2424 W Touhy Ave,,2628300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,75,El Valor - Carlos Cantu,2434 S Kildare Ave,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,76,El Valor - Carlos Cantu,2434 S Kildare Ave,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.998725,77,Christopher House - Christopher House - Greenview,2507 N Greenview Ave,,4721083,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'4721083',b'',b'christopher house - christopher house - greenview',b'',b'2507 n greenview ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'77',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
47,0.996928244829,78,Christopher House - Christopher House - Logan Square,2610 N Francisco Ave,,2354073,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2354073',b'',b'christopher house - christopher house - logan square',b'',b'2610 n francisco ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'104',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
48,0.999981,79,St. Augustine College - St. Augustine - Nayarit,2610 W 25th Pl,,8783641,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'8783641',b'',b'st. augustine college - st. augustine - nayarit',b'',b'2610 w 25th pl',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'79',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
48,0.999981,80,St. Augustine College - St. Augustine - Nayarit,2610 W 25th Pl,,8783641,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'8783641',b'',b'st. augustine college - st. augustine - nayarit',b'',b'2610 w 25th pl',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'79',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
50,0.999980866909,81,YMCA of Metropolitan Chicago - Rauner,2700 S Western Ave,,8473115,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'8473115',b'',b'ymca of metropolitan chicago - rauner',b'',b'2700 s western ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'81',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
50,0.999980866909,82,YMCA of Metropolitan Chicago - Rauner,2700 S Western Ave,,8473115,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'8473115',b'',b'ymca of metropolitan chicago - rauner',b'',b'2700 s western ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'81',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
104,,83,YMCA of Metropolitan Chicago - YMCA - Bowen High School,2710 E 89th St,,9330166,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,84,Easter Seals Society of Metropolitan Chicago - The Keeper's Inst.,2718 W 59th St,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,85,El Valor - Centro Infantil(Puerto Rican Comm),2739 W Division St,,3428866,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.927332262198,86,Mary Crane League - Mary Crane - West,2820 N Leavitt St,,3485528,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'3485528',b'',b'mary crane west',b'',b'2820 n. leavitt',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'312',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
107,,87,Henry Booth House - Family Service Center / Henry Booth,2850 S Michigan Ave,,9492151,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,88,Mary Crane League - Mary Crane - North,2905 N Leavitt St,,9753322,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0.999907,89,Henry Booth House - Near South / Henry Booth,2929 S Wabash Ave,,7910424,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'7910424',b'',b'henry booth house - near south / henry booth',b'',b'2929 s wabash ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'89',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
53,0.999971061945,90,Carole Robertson Center For Learning - Carole Robertson Center 2929,2929 W 19th St,,5211600,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5211600',b'',b'carole robertson center for learning - carole robertson center 2929',b'',b'2929 w 19th st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'91',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
53,0.999971061945,91,Carole Robertson Center For Learning - Carole Robertson Center 2929,2929 W 19th St,,5211600,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5211600',b'',b'carole robertson center for learning - carole robertson center 2929',b'',b'2929 w 19th st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'91',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
54,0.987439900637,92,Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St,,8475172,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'8475172',b'',b'boys and girls clubs of chicago - r.e. woods',b'',b'2950 w 25th st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'92',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
54,0.987439900637,93,Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St,,8475172,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'8475172',b'',b'boys and girls clubs of chicago - r.e. woods',b'',b'2950 w 25th st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'92',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
51,0.992777367433,94,Mary Crane League - Mary Crane - East,2974 N Clybourn Ave,,3485528,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'3485528',b'',b'mary crane west',b'',b'2820 n. leavitt',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'312',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
109,,95,El Valor - Young Scholars Dev. Ins,3038 W 59th St,,9181944,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,96,YMCA of Metropolitan Chicago - South Chicago YMCA,3039 E 91st St,,7219100,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,97,El Valor - Rey Gonzalez Children & Family Center,3050 E 92nd St,,7219311,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,98,Bethel New Life - Lake and Pulaski,316 N Pulaski Rd,,2653830,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0.999980866909,99,ChildServ - FSS of Lawndale,3210 W Arthington St,,8677370,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'8677370',b'',b'childserv - fss of lawndale',b'',b'3210 w arthington st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'99',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
55,0.999980866909,100,ChildServ - FSS of Lawndale,3210 W Arthington St,,8677370,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'8677370',b'',b'childserv - fss of lawndale',b'',b'3210 w arthington st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'99',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
113,,101,Metropolitan Family Services - Midway Children's Center (Chicago Lawn),3215 W 63rd St,,8842350,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.99802,102,Chicago Youth Centers - Centro Nuestro / CYC,3222 W Division Ave,,4893157,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'4893157',b'',b'chicago youth centers - centro nuestro / cyc',b'',b'3222 w division ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'102',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
114,,103,Metropolitan Family Services - North Children's Center,3249 N Central Ave,,3713700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0.920114099979,104,Christopher House - Christoper House - Logan Square,3255 W Altgeld St,,2354073,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2354073',b'',b'christopher house - christopher house - logan square',b'',b'2610 n francisco ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'104',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
58,0.999981,105,Chicago State University - Professional Playhouse,338 E 103rd,,5680728,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5680728',b'',b'chicago state university - professional playhouse',b'',b'338 e 103rd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'105',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
58,0.999981,106,Chicago State University - Professional Playhouse,338 E 103rd,,5680728,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5680728',b'',b'chicago state university - professional playhouse',b'',b'338 e 103rd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'105',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
59,0.999892,107,Albany Park Community Center - Albany Park Day Care - Ainslie,3401 W Ainslie St,,5395907,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5395907',b'',b'albany park community center - albany park day care - ainslie',b'',b'3401 w ainslie st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'107',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
60,0.998502,108,St. Augustine College - St. Augustine - Flamboyan,3401 W McLean Ave,,2763423,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2763423',b'',b'st. augustine college - st. augustine - flamboyan',b'',b'3401 w mclean ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'108',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
115,,109,Chicago Youth Centers - ABC,3415 W 13th Pl,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,110,Chicago Youth Centers - ABC,3415 W 13th Pl,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0.999980866909,111,YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St,,6380773,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'6380773',b'',b'ymca of metropolitan chicago - north lawndale ymca',b'',b'3449 w arthington st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'111',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
61,0.999980866909,112,YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St,,6380773,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'6380773',b'',b'ymca of metropolitan chicago - north lawndale ymca',b'',b'3449 w arthington st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'111',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
117,,113,El Valor - Teddy Bear 2 Columbus,3473 W Columbus,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0.999442,114,Centers For New Horizons - Ida B. Wells Learning Center,3601 S Rhodes St,,3733640,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'3733640',b'',b'centers for new horizons - ida b. wells learning center',b'',b'3601 s rhodes st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'114',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
118,,115,Firman Community Services - Firman House West,37 W 47th St,,3733400,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0.999834313989,116,Carole Robertson Center For Learning - Carole Robertson Center- Ogden 3701,3701 W Ogden Ave,,5228400,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5228400',b'',b'carole robertson center for learning - carole robertson center- ogden 3701',b'',b'3701 w ogden ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'117',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
63,0.999834313989,117,Carole Robertson Center For Learning - Carole Robertson Center- Ogden 3701,3701 W Ogden Ave,,5228400,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5228400',b'',b'carole robertson center for learning - carole robertson center- ogden 3701',b'',b'3701 w ogden ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'117',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
64,0.986589,118,Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave,,2850617,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2850617',b'',b'ada s. mckinley community services - mckinley - st. thomas',b'',b'3801 s wabash ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'118',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
119,,119,Centers For New Horizons - Edison L. Hoard Learning Center,3901 S State St,,5362187,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,120,Easter Seals Society of Metropolitan Chicago - It Takes a Village,4000 W Division St,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,121,Grant Creative Learning Center - Grant Day Care Center,4025 S Drexel St,,2858440,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,122,Salvation Army - New Hope / Salvation Army,4255 W Division St,,7224908,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0.999915,123,Korean American Community Services - Korean American Community Services,4300 N California Ave,,5838281,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5838281',b'',b'korean american community services - korean american community services',b'',b'4300 n california ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'123',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
123,,124,Centers For New Horizons - Effie Ellis,4301 S Cottage Grove Ave,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.996156,125,Ada S. McKinley Community Services - Maggie Drummond Day Care,4301 S Wabash Ave,,3738200,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'3738200',b'',b'ada s. mckinley community services - maggie drummond day care',b'',b'4301 s wabash ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'125',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
67,0.999605,126,Abraham Lincoln Centre - Lincoln - King,4314 S Cottage Grove Ave,,7472310,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'7472310',b'',b'abraham lincoln centre - lincoln - king',b'',b'4314 s cottage grove ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'126',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
124,,127,Hull House Association - Leclaire-Ryder Day Care / Hull House,4410 S Laporte Ave,,7675170,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,128,El Valor - Kiddy Kare Learning Ctr,4444 S Kedzie Ave,,2476642,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.999145,129,Hull House Association - Uptown West / Hull House,4520 N Beacon St,,5613500,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5613500',b'',b'hull house association - uptown west / hull house',b'',b'4520 n beacon st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'129',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
69,0.999317,130,St. Paul Church of God - Chaney Ford Child Care Center,4526 S Wabash Ave,,2858721,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2858721',b'',b'st. paul church of god - chaney ford child care center',b'',b'4526 s wabash ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'130',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
70,0.999981,131,Chicago Youth Centers - Roseland / CYC,461 E 111th St,,4684405,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'4684405',b'',b'chicago youth centers - roseland / cyc',b'',b'461 e 111th st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'131',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
70,0.999981,132,Chicago Youth Centers - Roseland / CYC,461 E 111th St,,4684405,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'4684405',b'',b'chicago youth centers - roseland / cyc',b'',b'461 e 111th st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'131',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
71,0.994529008865,133,Home of Life Community Dev. Corp. - Home of Life Just For You,4647 W Washington Blvd,,6268655,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'6268655',b'',b'home of life ii',b'',b'4650 w. madison',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'133',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
71,0.96496729056,134,Home of Life Community Dev. Corp. - Home of Life Community Development,4650 W Madison St,,6268655,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'6268655',b'',b'home of life ii',b'',b'4650 w. madison',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'133',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
72,0.99924,135,Christopher House - Christopher House - Uptown,4701 N Winthrop Ave,,7694540,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'7694540',b'',b'christopher house - christopher house - uptown',b'',b'4701 n winthrop ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'135',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
126,,136,Hull House Association - Lincoln Square / Hull House,4754 N Leavitt St,,8788651,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,137,Catholic Charities of the Archdiocese of Chicago - St. Joseph,4800 S Paulina St,,9272524,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
