Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Fax,canonical_Number per Site EHS,canonical_Head Start Fund,canonical_Program Name,canonical_Executive Director,canonical_Source,canonical_Center Director,canonical_Email Address,canonical_Progmod,canonical_Eearly Head Start Fund,canonical_Address,canonical_Number per Site HS,canonical_ECE Available Programs,canonical_Id,canonical_NAEYC Program Id,canonical_Program Option,canonical_Phone,canonical_Site name,canonical_Purple binder service type,canonical_Neighborhood,canonical_Funded Enrollment,canonical_Length of Day,canonical_Zip,canonical_Agency,canonical_CC fund,canonical_Column2,canonical_Column,canonical_Director,canonical_IDHS Provider ID,canonical_NAEYC Valid Until,canonical_Website,canonical_Ounce of Prevention Description
1155,,877,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Tots Express,8938 S Cottage Grove ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,,878,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Tots Express,8939 S Cottage Grove Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,0.618821382523,879,CPS_Early_Childhood_Portal_scrape.csv, Wheatley CPC,902 E. 133rd Pl ,,5355718,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'902 e. 133rd pl',b'',b'cpc-fd',b'213',b'',b'',b'5355718',b'wheatley cpc',b'',b'riverdale',b'',b'3-4 hours',b'60627',b'',b'',b'',b'',b'',b'',b'',b'',b''
166,0.618821382523,880,CPS_Early_Childhood_Portal_scrape.csv, Wheatley CPC,902 E. 133rd Pl ,,5355718,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'902 e. 133rd pl',b'',b'cpc-fd',b'213',b'',b'',b'5355718',b'wheatley cpc',b'',b'riverdale',b'',b'3-4 hours',b'60627',b'',b'',b'',b'',b'',b'',b'',b'',b''
1157,,881,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Kids R First,9040 S Vincennes Ave ,,4454900,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0.60451631248,882,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Guadalupe,9129 S Burley Ave ,,9785320,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'2414 s albany ave',b'',b'',b'1309',b'',b'',b'2775888',b'catholic charities of the archdiocese of chicago - our lady of tepeyac',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
391,0.546791,883,CPS_Early_Childhood_Portal_scrape.csv," Trinity Resources Unlimited, Inc. - High Mountain",919 N Lavergne Ave ,,6263994,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'919 n lavergne ave',b'',b'marion hayes',b'883',b'',b'',b'6263994',"b'trinity resources unlimited, inc. - high mountain'",b'',b'',b'trinity resources unlimited inc',b'half day/full day',b'60651',b'',b'',b'',b'',b'',b'',b'marion hayes',b'',b''
392,0.618821,884,CPS_Early_Childhood_Portal_scrape.csv, Brunson,932 N. Central Av ,,5346025,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'932 n. central av',b'',b'hs-hd',b'884',b'',b'',b'5346025',b'brunson',b'',b'austin',b'',b'3-4 hours',b'60651',b'',b'',b'',b'',b'',b'',b'',b'',b''
1158,,885,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Pattie Cake,939 W 87th St ,,8749460,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,0.618821382523,886,CPS_Early_Childhood_Portal_scrape.csv, Centers For New Horizons - Altgeld Gardens I,941 E 132nd Pl ,,4683055,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'941 e 132nd pl',b'',b'',b'1310',b'',b'',b'4683055',b'centers for new horizons - altgeld gardens i',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
156,0.618821382523,887,CPS_Early_Childhood_Portal_scrape.csv, Centers For New Horizons - Altgeld Gardens I,941 E 132nd Pl ,,4683055,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'941 e 132nd pl',b'',b'',b'1310',b'',b'',b'4683055',b'centers for new horizons - altgeld gardens i',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1159,,888,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Red Shield,945 W 69th St ,,3583203,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,0.618821,889,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Chicago State University,9501 S Dr. Martin Luther King Dr ,,9952400,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'9501 s dr. martin luther king dr',b'',b'',b'889',b'',b'',b'9952400',b'chicago state university - chicago state university',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
395,0.618821,890,CPS_Early_Childhood_Portal_scrape.csv, Holmes,955 W. Garfield ,,5359025,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'955 w. garfield',b'',b'hs-hd',b'890',b'',b'',b'5359025',b'holmes',b'',b'englewood',b'',b'5-6 hours',b'60621',b'',b'',b'',b'',b'',b'',b'',b'',b''
157,0.591812998056,891,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Dorothy Gautreaux / CYC,975 E 132nd St ,,2911000,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'www.chicagoyouthcenters.org',b'',b'no',b'glenda williams',b'975 e 132nd st',b'',b'harry wells',b'196',b'',b'riverdale',b'2911000',b'chicago youth centers - dorothy gautreaux / cyc',b'',b'',b'chicago youth centers',b'extended day',b'60627',b'',b'yes',b'',b'',b'',b'',b'glenda williams',b'no',b''
157,0.591812998056,892,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Dorothy Gautreaux / CYC,975 E 132nd St ,,2911000,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'www.chicagoyouthcenters.org',b'',b'no',b'glenda williams',b'975 e 132nd st',b'',b'harry wells',b'196',b'',b'riverdale',b'2911000',b'chicago youth centers - dorothy gautreaux / cyc',b'',b'',b'chicago youth centers',b'extended day',b'60627',b'',b'yes',b'',b'',b'',b'',b'glenda williams',b'no',b''
266,0.618821382523,893,CPS_Early_Childhood_Portal_scrape.csv, Henson,1326 S. Avers Ave ,,5341804,,Head Start/Child Parent Center,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1326 s. avers ave',b'',b'',b'551',b'',b'',b'5341804',b'henson',b'',b'',b'',b'5-6 hours',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
266,0.618821382523,894,CPS_Early_Childhood_Portal_scrape.csv, Henson,1326 S. Avers Ave ,,5341804,,Head Start/Child Parent Center,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1326 s. avers ave',b'',b'',b'551',b'',b'',b'5341804',b'henson',b'',b'',b'',b'5-6 hours',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
159,0.594710460731,895,CPS_Early_Childhood_Portal_scrape.csv, Herzl CPC,1401 S. Hamlin ,,5341751,,Head Start/Child Parent Center,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start/child parent center',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1401 s. hamlin',b'',b'cpc-fd',b'200',b'',b'',b'5341751',b'herzl cpc',b'',b'north lawndale',b'',b'3-4 hours',b'60623',b'',b'',b'child parent center',b'',b'',b'',b'',b'',b''
159,0.594710460731,896,CPS_Early_Childhood_Portal_scrape.csv, Herzl CPC,1401 S. Hamlin ,,5341751,,Head Start/Child Parent Center,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start/child parent center',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1401 s. hamlin',b'',b'cpc-fd',b'200',b'',b'',b'5341751',b'herzl cpc',b'',b'north lawndale',b'',b'3-4 hours',b'60623',b'',b'',b'child parent center',b'',b'',b'',b'',b'',b''
160,0.630361100038,897,CPS_Early_Childhood_Portal_scrape.csv, Ferguson CPC,1420 N. Hudson ,,5348580,,Head Start/Child Parent Center,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child parent center',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1420 n. hudson',b'',b'cpc-fd',b'2505',b'',b'',b'5348580',b'ferguson cpc',b'',b'near north side',b'',b'3-4 hours',b'60610',b'',b'',b'child parent center',b'',b'',b'',b'',b'',b''
162,0.618821,898,CPS_Early_Childhood_Portal_scrape.csv, Delano CPC,3905 W. Wilcox ,,5346450,,Head Start/Child Parent Center,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child parent center',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'3905 w. wilcox',b'',b'',b'204',b'',b'',b'5346450',b'delano cpc',b'',b'',b'',b'3-4 hours',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
163,0.622800424695,899,CPS_Early_Childhood_Portal_scrape.csv, Hansberry CPC,4055 W. Arthington ,,5346931,,Head Start/Child Parent Center,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child parent center',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'4055 w. arthington',b'',b'cpc-fd',b'205',b'',b'',b'5346931',b'hansberry cpc',b'',b'north lawndale',b'',b'3-4 hours',b'60624',b'',b'',b'',b'',b'',b'',b'',b'',b''
163,0.622800424695,900,CPS_Early_Childhood_Portal_scrape.csv, Hansberry CPC,4055 W. Arthington ,,5346931,,Head Start/Child Parent Center,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child parent center',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'4055 w. arthington',b'',b'cpc-fd',b'205',b'',b'',b'5346931',b'hansberry cpc',b'',b'north lawndale',b'',b'3-4 hours',b'60624',b'',b'',b'',b'',b'',b'',b'',b'',b''
397,0.642425999045,901,CPS_Early_Childhood_Portal_scrape.csv, South Loop,1212 S. Plymouth ,,5348690,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start/prekindergarten for',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1212 s. plymouth',b'',b'tb',b'901',b'',b'',b'5348690',b'south loop',b'',b'near south side',b'',"b'8-11 hours, varies by facility'",b'60605',b'',b'',b'',b'',b'',b'',b'',b'',b''
397,0.642425999045,902,CPS_Early_Childhood_Portal_scrape.csv, South Loop,1212 S. Plymouth ,,5348690,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start/prekindergarten for',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1212 s. plymouth',b'',b'tb',b'901',b'',b'',b'5348690',b'south loop',b'',b'near south side',b'',"b'8-11 hours, varies by facility'",b'60605',b'',b'',b'',b'',b'',b'',b'',b'',b''
311,0.618821382523,903,CPS_Early_Childhood_Portal_scrape.csv, Cockrell,30 E. 61St ,,5350798,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'30 e. 61st',b'',b'hs-hd',b'2436',b'',b'',b'5350798',b'cockrell',b'',b'washington park',b'',b'5-6 hours',b'60637',b'',b'',b'',b'',b'',b'',b'',b'',b''
331,0.624081358314,904,CPS_Early_Childhood_Portal_scrape.csv, Mason,4217 W. 18Th St. ,,5341530,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'4217 w. 18th st.',b'',b'hs-fd',b'904',b'',b'',b'5341530',b'mason',b'',b'north lawndale',b'',b'3-4 hours',b'60623',b'',b'',b'',b'',b'',b'',b'',b'',b''
331,0.624081358314,905,CPS_Early_Childhood_Portal_scrape.csv, Mason,4217 W. 18Th St. ,,5341530,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'4217 w. 18th st.',b'',b'hs-fd',b'904',b'',b'',b'5341530',b'mason',b'',b'north lawndale',b'',b'3-4 hours',b'60623',b'',b'',b'',b'',b'',b'',b'',b'',b''
344,0.627696871758,906,CPS_Early_Childhood_Portal_scrape.csv, McCutcheon,4865 N. Sheridan Rd ,,5342680,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'4865 n. sheridan rd',b'',b'hs-hd',b'2651',b'',b'',b'5342680',b'mccutcheon',b'',b'uptown',b'',b'3-4 hours',b'60640',b'',b'',b'',b'',b'',b'',b'',b'',b''
358,0.618821382523,907,CPS_Early_Childhood_Portal_scrape.csv, Fiske,6145 S. Ingleside ,,5350990,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'6145 s. ingleside',b'',b'hs-hd',b'803',b'',b'',b'5350990',b'fiske',b'',b'woodlawn',b'',b'5-6 hours',b'60637',b'',b'',b'',b'',b'',b'',b'',b'',b''
468,0.618821382523,908,CPS_Early_Childhood_Portal_scrape.csv, Barton,7650 S. Wolcott Ave. ,,5353260,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'7650 s. wolcott ave.',b'',b'hs-fd',b'2317',b'',b'',b'5353260',b'barton',b'',b'auburn gresham',b'',b'5-6 hours',b'60620',b'',b'',b'',b'',b'',b'',b'',b'',b''
379,0.618821382523,909,CPS_Early_Childhood_Portal_scrape.csv, Bradwell,7736 S. Burnhan ,,5356600,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'7736 s. burnhan',b'',b'hs-hd',b'851',b'',b'',b'5356600',b'bradwell',b'',b'south shore',b'',b'3-4 hours',b'60649',b'',b'',b'',b'',b'',b'',b'',b'',b''
166,0.618821382523,910,CPS_Early_Childhood_Portal_scrape.csv, Wheatley CPC,902 E. 133rd Pl ,,5355718,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'902 e. 133rd pl',b'',b'cpc-fd',b'213',b'',b'',b'5355718',b'wheatley cpc',b'',b'riverdale',b'',b'3-4 hours',b'60627',b'',b'',b'',b'',b'',b'',b'',b'',b''
166,0.618821382523,911,CPS_Early_Childhood_Portal_scrape.csv, Wheatley CPC,902 E. 133rd Pl ,,5355718,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'902 e. 133rd pl',b'',b'cpc-fd',b'213',b'',b'',b'5355718',b'wheatley cpc',b'',b'riverdale',b'',b'3-4 hours',b'60627',b'',b'',b'',b'',b'',b'',b'',b'',b''
399,0.618821,912,CPS_Early_Childhood_Portal_scrape.csv, Sherman,1000 W. 52nd St. ,,5351757,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'prekindergarten for all',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1000 w. 52nd st.',b'',b'pfa-reg',b'912',b'',b'',b'5351757',b'sherman',b'',b'new city',b'',b'3-4 hours',b'60609',b'',b'',b'',b'',b'',b'',b'',b'',b''
400,0.618821,913,CPS_Early_Childhood_Portal_scrape.csv, Columbus,1003 N. Leavitt ,,5344350,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'prekindergarten for all',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1003 n. leavitt',b'',b'pfa-reg',b'913',b'',b'',b'5344350',b'columbus',b'',b'west town',b'',b'3-4 hours',b'60622',b'',b'',b'',b'',b'',b'',b'',b'',b''
1160,,914,CPS_Early_Childhood_Portal_scrape.csv, Fernwood,10041 S. Union ,,5352700,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,0.618821,915,CPS_Early_Childhood_Portal_scrape.csv, Bennett,10115 S. Prairie ,,5355460,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'prekindergarten for all',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'10115 s. prairie',b'',b'pfa-reg',b'915',b'',b'',b'5355460',b'bennett',b'',b'roseland',b'',b'3-4 hours',b'60628',b'',b'',b'',b'',b'',b'',b'',b'',b''
1161,,916,CPS_Early_Childhood_Portal_scrape.csv, Garvey,10309 S. Morgan ,,5352763,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,0.618821,917,CPS_Early_Childhood_Portal_scrape.csv, Gallistel,10347 S. Ewing Ave. ,,5356540,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'prekindergarten for all',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'10347 s. ewing ave.',b'',b'pfa-reg ts',b'917',b'',b'',b'5356540',b'gallistel',b'',b'east side',b'',b'3-4 hours',b'60617',b'',b'',b'',b'',b'',b'',b'',b'',b''
403,0.618821,918,CPS_Early_Childhood_Portal_scrape.csv, Barnard,10354 S. Charles St. ,,5352625,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'prekindergarten for all',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'10354 s. charles st.',b'',b'pfa-reg',b'918',b'',b'',b'5352625',b'barnard',b'',b'beverly',b'',b'3-4 hours',b'60643',b'',b'',b'',b'',b'',b'',b'',b'',b''
1162,,919,CPS_Early_Childhood_Portal_scrape.csv," Clark, G.R.",1045 S. Monitor Ave ,,5346225,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,,920,CPS_Early_Childhood_Portal_scrape.csv, Mt. Vernon,10540 S. Morgan ,,5352825,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,0.618821,921,CPS_Early_Childhood_Portal_scrape.csv, Bright,10740 S. Calhoun ,,5356218,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'prekindergarten for all',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'10740 s. calhoun',b'',b'pfa-reg',b'921',b'',b'',b'5356218',b'bright',b'',b'south deering',b'',b'3-4 hours',b'60617',b'',b'',b'',b'',b'',b'',b'',b'',b''
405,0.655263,922,CPS_Early_Childhood_Portal_scrape.csv, Addams,10810 S. Ave. H ,,5356210,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'prekindergarten for all',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'10810 s. ave. h',b'',b'pfa-reg',b'922',b'',b'',b'5356210',b'addams',b'',b'east side',b'',b'3-4 hours',b'60617',b'',b'',b'',b'',b'',b'',b'',b'',b''
1164,,923,CPS_Early_Childhood_Portal_scrape.csv, Mt. Greenwood,10841 S. Homan Ave ,,5352786,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,0.618821,924,CPS_Early_Childhood_Portal_scrape.csv, Dunne,10845 S. Union ,,5355517,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'prekindergarten for all',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'10845 s. union',b'',b'pfa-reg',b'924',b'',b'',b'5355517',b'dunne',b'',b'roseland',b'',b'3-4 hours',b'60628',b'',b'',b'',b'',b'',b'',b'',b'',b''
407,0.639399,925,CPS_Early_Childhood_Portal_scrape.csv, Rudolph,110 N. Paulina ,,5347460,,Prekindergarten For All,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'prekindergarten for all',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'110 n. paulina',b'',b'pfa-fd',b'925',b'',b'',b'5347460',b'rudolph',b'',b'near west side',b'',b'5-6 hours',b'60612',b'',b'',b'',b'',b'',b'',b'',b'',b''
596,0.659252,926,CPS_Early_Childhood_Portal_scrape.csv, Holden,1104 W. 31St. St. ,,5357200,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'prekindergarten for all',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1104 w. 31st. st.',b'',b'pfa-reg',b'926',b'',b'',b'5357200',b'holden',b'',b'bridgeport',b'',b'3-4 hours',b'60608',b'',b'',b'',b'',b'',b'',b'',b'',b''
409,0.618821,927,CPS_Early_Childhood_Portal_scrape.csv, Ariel Comm,1119 E. 46th St. ,,5351996,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'prekindergarten for all',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1119 e. 46th st.',b'',b'pfa-reg',b'927',b'',b'',b'5351996',b'ariel comm',b'',b'kenwood',b'',b'3-4 hours',b'60653',b'',b'',b'',b'',b'',b'',b'',b'',b''
410,0.618821,928,CPS_Early_Childhood_Portal_scrape.csv, Pullman,11311 S. Forrestville ,,5355395,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'prekindergarten for all',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'11311 s. forrestville',b'',b'pfa-reg',b'928',b'',b'',b'5355395',b'pullman',b'',b'pullman',b'',b'3-4 hours',b'60628',b'',b'',b'',b'',b'',b'',b'',b'',b''
411,0.618821,929,CPS_Early_Childhood_Portal_scrape.csv, Bass,1140 W. 66th St. ,,5353275,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'prekindergarten for all',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1140 w. 66th st.',b'',b'pfa-reg',b'929',b'',b'',b'5353275',b'bass',b'',b'englewood',b'',b'3-4 hours',b'60621',b'',b'',b'',b'',b'',b'',b'',b'',b''
1165,,930,CPS_Early_Childhood_Portal_scrape.csv, LaSalle/Andersen,1148 N. Honore ,,5344276,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,0.618821,931,CPS_Early_Childhood_Portal_scrape.csv, Whistler,11533 S. Ada ,,5355560,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'prekindergarten for all',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'11533 s. ada',b'',b'pfa-reg',b'931',b'',b'',b'5355560',b'whistler',b'',b'west pullman',b'',b'3-4 hours',b'60643',b'',b'',b'',b'',b'',b'',b'',b'',b''
1166,,932,CPS_Early_Childhood_Portal_scrape.csv, Pullman West,11941 S. Parnell Ave ,,5355500,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,0.621571,933,CPS_Early_Childhood_Portal_scrape.csv, Metcalfe,12339 S. Normal Av. ,,5355590,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'prekindergarten for all',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'12339 s. normal av.',b'',b'pfa-reg',b'933',b'',b'',b'5355590',b'metcalfe',b'',b'west pullman',b'',b'3-4 hours',b'60628',b'',b'',b'',b'',b'',b'',b'',b'',b''
