Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Ounce of Prevention Description,canonical_Fax,canonical_Website,canonical_Center Director,canonical_Head Start Fund,canonical_Number per Site EHS,canonical_Neighborhood,canonical_NAEYC Program Id,canonical_Phone,canonical_Length of Day,canonical_Progmod,canonical_NAEYC Valid Until,canonical_CC fund,canonical_Source,canonical_Id,canonical_Number per Site HS,canonical_Program Name,canonical_Address,canonical_Email Address,canonical_IDHS Provider ID,canonical_Column2,canonical_Purple binder service type,canonical_Director,canonical_Column,canonical_Program Option,canonical_Funded Enrollment,canonical_Agency,canonical_Zip,canonical_Site name,canonical_Eearly Head Start Fund,canonical_ECE Available Programs,canonical_Executive Director
199,0.987185,321,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - St. Sylvester,3027 W. Palmer St. ,,7725222,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'7725222',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'321',b'',b'community partnerships',b'3027 w. palmer st.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'archdiocese of chicago - st. sylvester',b'',b'',b''
879,,322,CPS_Early_Childhood_Portal_scrape.csv, A-Karrasel - Avondale,3030 N. Kedzie ,,4636151,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,0.982898652554,323,CPS_Early_Childhood_Portal_scrape.csv, Young Scholars Developmental Institute,3038 W. 59th St. ,,9181944,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'546228',b'',b'',b'',b'',b'',b'',b'',b'9181944',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'323',b'',b'community partnerships',b'3038 w. 59th st.',b'01/31/14',b'',b'',b'youngscholars@sbcglobal.net',b'',b'',b'',b'',b'',b'60629',b'young scholars developmental institute',b'',b'',b''
200,0.97688,324,CPS_Early_Childhood_Portal_scrape.csv, YMCA South Chicago,3039 E. 91st Street ,,7219100,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'south chicago',b'',b'7219100',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'324',b'',b'community partnerships',b'3039 e. 91st street',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60617',b'ymca south chicago',b'',b'cp',b''
201,0.85276272893,325,CPS_Early_Childhood_Portal_scrape.csv, El Valor Corporation-Ray Gonzalez Children and Family Center,3050 E. 92nd St. ,,7219311,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.elvalor.org',b'',b'',b'',b'',b'7219311',"b'8-11 hours, varies by facility'",b'no',b'carmen flores',b'yes',b'dfss_agencysitelies_2012.csv',b'325',b'',b'community partnerships',b'3050 e. 92nd st.',b'',b'',b'',b'',b'',b'',b'south chicago',b'el valor',b'',b'60617',b'el valor rey gonzalez children and family center',b'monica williams',b'vincent allocco',"b'2170it(child care it center), 2170ps(child care ps center),'"
202,0.993352,326,CPS_Early_Childhood_Portal_scrape.csv, Kids Hope United Bridgeport CDC,3053 S. Normal ,,8425566,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'8425566',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'326',b'',b'community partnerships',b'3053 s. normal',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'kids hope united bridgeport cdc',b'',b'',b''
880,,327,CPS_Early_Childhood_Portal_scrape.csv, Kove Learning Academy,3137 W. 71st Street ,,4763083,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,,328,CPS_Early_Childhood_Portal_scrape.csv, Locke Charter School,3141 W. Jackson ,,2657232,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.994509100914,329,CPS_Early_Childhood_Portal_scrape.csv, Bethel New Life Bethel Child Development,316 N. Pulaski ,,2653830,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'austin',b'',b'6267760',b'half day/full day',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'329',b'',b'child care',b'1120 n lamon ave',b'',b'',b'child care',b'',b'',b'',b'',b'',b'',b'60651',b'bethel new life',b'',b'cp',b''
81,0.988272865613,330,CPS_Early_Childhood_Portal_scrape.csv, Metropolitan Family Services,3215 W. 63rd Street ,,8842350,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'426821',b'',b'no',b'www.metrofamily.org',b'',b'',b'chicago lawn',b'',b'7374790',b'half day/full day',b'no',b'rhonda freeman',b'yes',b'cps_early_childhood_portal_scrape.csv',b'2949',b'',b'head start',b'3215 w. 63rd street',b'01/31/13',b'',b'child care',b'freeman@metrofamily.org',b'',b'',b'chicago lawn',b'metropolitan family services',b'',b'60629',b'metropolitan family services',b'rhonda freeman',b'cp',b''
83,0.901596948504,331,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers Centro Nuestro Division,3222 W. Division ,,4893157,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'4893157',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'3102',b'',b'community partnerships',b'3222 w division ave',b'',b'',b'child care',b'',b'',b'',b'',b'',b'',b'60651',b'chicago youth centers - centro nuestro',b'',b'',b''
203,0.998895347118,332,CPS_Early_Childhood_Portal_scrape.csv, Concordia Child Care Center Avondale,3300 N. Whipple ,,4631600,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'9353739',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'3126',b'',b'community partnerships',b'3855 n. seeley',b'',b'',b'child care',b'',b'',b'',b'',b'',b'',b'60618',b'concordia child care center',b'',b'',b''
85,0.981131425271,333,CPS_Early_Childhood_Portal_scrape.csv, Albany Park Community Center,3401 W. Ainslie ,,5395907,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'415663',b'',b'no',b'http://www.apcc-chgo.org',b'',b'',b'albany park',b'',b'5395907',b'half day/full day',b'no',b'john dejulio',b'no',b'cps_early_childhood_portal_scrape.csv',b'107',b'',b'child care',b'3401 w ainslie',b'09/30/12',b'',b'child care',b'wthompson@apcc-chgo.org',b'',b'',b'albany park',b'albany park community center',b'',b'60625',b'albany park community center',b'john dejulio',b'harold rice',"b'2502ps(child care ps center & state pre-k), 2502sa(school ag'"
882,,334,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - Flamboyan,3401 W. McLean St. ,,2763423,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0.965527045727,335,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - ABC,3415 W. 13th Pl ,,7625655,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'www.chicagoyouthcenters.org',b'',b'',b'',b'',b'7625655',b'extended day',b'no',b'tamarra white',b'yes',b'cps_early_childhood_portal_scrape.csv',b'109',b'',b'child care',b'3415 w 13th pl',b'',b'',b'child care',b'',b'',b'',b'north lawndale',b'chicago youth centers',b'',b'60623',b'chicago youth centers',b'talina bowie',b'harry wells',b''
204,0.984583169222,336,CPS_Early_Childhood_Portal_scrape.csv, Pathways to Learning,3416 ? -18 W. 79th Street ,,4369244,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'ashburn',b'',b'4369244',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'336',b'',b'community partnerships',b'3416 ? -18 w. 79th street',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60652',b'pathways to learning',b'',b'cp',b''
883,,337,CPS_Early_Childhood_Portal_scrape.csv, A-Karrasel ? Logan Square,3420 W. Fullerton ,,7724333,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,338,CPS_Early_Childhood_Portal_scrape.csv, Rachel's Learning Center - North Lawndale,3430 W. Roosevelt Rd. ,,5331834,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,0.978378593922,339,CPS_Early_Childhood_Portal_scrape.csv, YMCA North Lawndale,3449 W. Arthington ,,6380773,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'north lawndale',b'',b'6380773',"b'8-11 hours, varies by facility'",b'',b'',b'',b'purple_binder_early_childhood.csv',b'339',b'',b'community partnerships',b'3449 w. arthington',b'',b'',b'child care',b'',b'',b'',b'',b'',b'',b'60624',b'ymca north lawndale',b'',b'cp',b''
204,0.984856903553,340,CPS_Early_Childhood_Portal_scrape.csv, Pathways to Learning I/T,3450-54 W. 79th St ,,4369244,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'ashburn',b'',b'4369244',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'336',b'',b'community partnerships',b'3416 ? -18 w. 79th street',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60652',b'pathways to learning',b'',b'cp',b''
885,,341,CPS_Early_Childhood_Portal_scrape.csv," Teddy Bear Nursery School, Inc. II",3473 W. Columbus ,,2842141,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,342,CPS_Early_Childhood_Portal_scrape.csv," Kids Count Too Daycare, Preschool and Kindergarten - Washington Heights",360-364 E. 61st ,,7523022,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,,343,CPS_Early_Childhood_Portal_scrape.csv, Lava Inc. - Chatterbox Preschool,3613 West Devon ,,4782434,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,0.89571750164,344,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Near South,3630 S. Wells Rm. 105 ,,5483614,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'garfield ridge',b'',b'5352376',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1051',b'',b'community partnerships',b'4640 s. lamon',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60638',b'hearst',b'',b'pfa-reg',b''
208,0.968239039183,345,CPS_Early_Childhood_Portal_scrape.csv, Center for New Horizons Ida B. Wells,3641 S. Rhodes ,,3733640,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'douglas',b'',b'3733640',"b'8-11 hours, varies by facility'",b'',b'',b'',b'ece chicago find a school scrape.csv',b'2380',b'',b'community partnerships',b'3641 s. rhodes',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60653',b'centers for new horizons ida b. wells elc',b'',b'cp',b''
209,0.992605,346,CPS_Early_Childhood_Portal_scrape.csv, Firman Pre-School West,37 W. 47th Street ,,3733400,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'3733400',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'346',b'',b'community partnerships',b'37 w. 47th street',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'firman pre-school west',b'',b'',b''
888,,347,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center Jubilee,3701 W. Ogden ,,5228400,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,,348,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley St. Thomas CDC,3801 S. Wabash ,,2850617,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,0.990502685308,349,CPS_Early_Childhood_Portal_scrape.csv, Concordia Child Care Center,3855 N. Seeley ,,9353739,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'9353739',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'3126',b'',b'community partnerships',b'3855 n. seeley',b'',b'',b'child care',b'',b'',b'',b'',b'',b'',b'60618',b'concordia child care center',b'',b'',b''
890,,350,CPS_Early_Childhood_Portal_scrape.csv, Little Giant Child Care Center,3863 W. Harrison ,,2656330,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,0.976152122021,351,CPS_Early_Childhood_Portal_scrape.csv," Kidwatch Plus, Inc.",3901 N. Ridgeway ,,5395431,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'486945',b'',b'',b'http://www.kidwatchplus.com',b'',b'',b'irving park',b'',b'5395431',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'2597',b'',b'community partnerships',b'3901 n. ridgeway',b'09/30/12',b'',b'child care',b'info@kidwatchplus.com',b'',b'',b'',b'',b'',b'60618',"b'kidwatch plus, inc.'",b'',b'cp',b''
211,0.934646189213,352,CPS_Early_Childhood_Portal_scrape.csv, Centers for New Horizons Edison L. Hoard,3901 S. State Street ,,5362187,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'5362187',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'352',b'',b'community partnerships',b'3901 s. state street',b'',b'',b'child care',b'',b'',b'',b'',b'',b'',b'60609',b'centers for new horizons edison l. hoard',b'',b'',b''
891,,353,CPS_Early_Childhood_Portal_scrape.csv, It Takes a Village Child Care Services,4000 W. Division ,,2761730,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,0.980684578419,354,CPS_Early_Childhood_Portal_scrape.csv, Happy Holiday Nursery & Kindergarten,401 E. 111th Street ,,8217009,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'508127',b'',b'',b'',b'',b'',b'',b'',b'8217009',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'354',b'',b'community partnerships',b'401 e. 111th street',b'01/31/14',b'',b'',b'haphol401@aol.com',b'',b'',b'',b'',b'',b'60628',b'happy holiday nursery & kindergarten',b'',b'',b''
892,,355,CPS_Early_Childhood_Portal_scrape.csv, Frazier Preparatory Academy,4027 W. Grenshaw ,,5358653,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,0.996556,356,CPS_Early_Childhood_Portal_scrape.csv, Northwest Institute,4040 W. Division ,,9212800,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'humboldt park',b'',b'9212800',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'356',b'',b'community partnerships',b'4040 w. division',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60651',b'northwest institute',b'',b'cp',b''
893,,357,CPS_Early_Childhood_Portal_scrape.csv, Caring Hands A Step Ahead,4208-20 N. Broadway ,,4048664,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,,358,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Center Near South,4210 S. Berkley ,,4513360,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,0.973556,359,CPS_Early_Childhood_Portal_scrape.csv, Legacy Charter School (at Mason School),4217 W. 18th St. ,,5421640,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'5421640',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'359',b'',b'community partnerships',b'4217 w. 18th st.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'legacy charter school (at mason school)',b'',b'',b''
214,0.973556,360,CPS_Early_Childhood_Portal_scrape.csv, Legacy Charter School (at Mason School),4217 W. 18th St. ,,5421640,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'5421640',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'359',b'',b'community partnerships',b'4217 w. 18th st.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'legacy charter school (at mason school)',b'',b'',b''
114,0.981488198042,361,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army New Hope,4255 W. Division ,,7724908,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'www.usc.salvationarmy.com',b'',b'',b'austin',b'',b'9214162',"b'8-11 hours, varies by facility'",b'no',b'felice lewis',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1879',b'',b'community partnerships',b'500 s. central',b'',b'',b'early head start',b'',b'',b'',b'austin',b'salvation army',b'',b'60644',b'salvation army',b'felice lewis',b'claudia rowland',b'7017ps(hs collaboration with childcare & prek)'
807,0.977148920298,362,CPS_Early_Childhood_Portal_scrape.csv, Korean American Community Services,4300 N. California ,,5838281,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'585396',b'',b'yes',b'www.kacschicago.org',b'',b'',b'',b'',b'5838281',"b'8-11 hours, varies by facility'",b'no',b'hye k. choi',b'yes',b'cps_early_childhood_portal_scrape.csv',b'3200',b'',b'community partnerships',b'4300 n california',b'04/30/14',b'',b'child care',b'hchoi@kacschicago.org',b'',b'',b'irving park',b'korean american community services',b'',b'60618',b'korean american community services',b'hye k. choi',b'in chul choi',"b'7131ps(hs collaboration with childcare & prek), 2808sa(schoo'"
895,,363,CPS_Early_Childhood_Portal_scrape.csv, Centers for New Horizons Effie O. Ellis,4301 S. Cottage Grove ,,5489839,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,,364,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Maggie Drummond,4301 S. Wabash ,,3738200,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,0.991306145986,365,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Center - King,4314 S. Cottage Grove ,,7472310,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'',b'',b'',b'',b'',b'2647632',"b'8-11 hours, varies by facility'",b'no',b'',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1386',b'',b'community partnerships',b'7 e 119th st',b'',b'',b'',b'',b'',b'',b'west pullman',b'abraham lincoln centre',b'',b'60628',b'abraham lincoln centre - lincoln - roseland',b'barbara woods',b'',b'3175ps(hs collaboration with childcare & prek)'
215,0.894835472107,366,CPS_Early_Childhood_Portal_scrape.csv, Golden Gate Day Care Center,432 E. 134th Street ,,9287085,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'south shore',b'',b'9287085',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'366',b'',b'community partnerships',b'432 e. 134th street',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60649',b'golden gate day care center',b'',b'cp',b''
897,,367,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - Pope John Paul II,4325 S. Richmond Ave. ,,5236161,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,,368,CPS_Early_Childhood_Portal_scrape.csv," Jones Academy, Inc.",4344 S. Wentworth ,,3077507,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,0.975393,369,CPS_Early_Childhood_Portal_scrape.csv," Fairyland Nursery School, Inc.",4350 N. Milwaukee ,,7251246,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'7251246',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'369',b'',b'community partnerships',b'4350 n. milwaukee',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',"b'fairyland nursery school, inc.'",b'',b'',b''
899,,370,CPS_Early_Childhood_Portal_scrape.csv, Hull House Assn. LeClaire Hearst Ryder,4410 S. LaPorte ,,7670925,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,371,CPS_Early_Childhood_Portal_scrape.csv, Kiddy Kare Preschools Kiddy Kare I,4444 S. Kedzie ,,2476642,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.932467687875,372,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association Uptown Center,4520 N. Beacon ,,5613500,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'uptown',b'',b'5613500',b'half day/full day',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'8',b'',b'head start',b'4520 n beacon st',b'',b'',b'child care',b'',b'',b'',b'',b'',b'',b'60640',b'hull house association - uptown west',b'',b'cp',b''
901,,373,CPS_Early_Childhood_Portal_scrape.csv, St. Paul Church of God in Christ-Chaney Ford Child Care Center,4526 S. Wabash ,,2858721,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,0.99201849103,374,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers Roseland,461 E. 111th Street ,,4684405,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'www.chicagoyouthcenters.org',b'',b'',b'',b'',b'5330444',"b'8-11 hours, varies by facility'",b'no',b'carol quinn',b'yes',b'dfss_agencysitelies_2012.csv',b'374',b'',b'community partnerships',b'3430 w. roosevelt rd',b'',b'',b'',b'',b'',b'',b'north lawndale',b'chicago youth centers',b'',b'60624',"b""chicago youth centers rachel's 1""",b'carol quinn',b'harry wells',b''
217,0.989363,375,CPS_Early_Childhood_Portal_scrape.csv, Home of Life Just for You,4647 W. Washington ,,6268655,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'austin',b'',b'6268655',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'375',b'',b'community partnerships',b'4647 w. washington',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60644',b'home of life just for you',b'',b'cp',b''
105,0.952539294958,376,CPS_Early_Childhood_Portal_scrape.csv, Home of Life II,4650 W. Madison ,,6268655,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.homeoflife.org',b'',b'',b'austin',b'',b'6268655',b'half day/full day',b'no',b'diane congress',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1773',b'',b'child care',b'4650 w madison',b'',b'',b'',b'',b'',b'',b'austin',b'home of life community dev. corp.',b'',b'60644',b'home of life ii',b'dorietta sceanior',b'delores sheppard',"b'2114it(child care it center), 7199ps(hs collaboration with c'"
65,0.987980983474,377,CPS_Early_Childhood_Portal_scrape.csv, Christopher House Uptown,4701 N. Winthrop ,,7694540,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'293293',b'',b'no',b'www.christopherhouse.org',b'',b'',b'uptown',b'',b'7694540',b'half day/full day',b'no',b'karen ross william',b'yes',b'cps_early_childhood_portal_scrape.csv',b'78',b'',b'child care',b'4701 north winthrop avenue',b'08/31/12',b'',b'child care',b'kross@christopherhouse.org',b'',b'',b'uptown',b'christopher house',b'',b'60640',b'christopher house',b'karen ross william',b'lori baas',"b'2672it(child care it center), 3405ps(hs collaboration with c'"
902,,378,CPS_Early_Childhood_Portal_scrape.csv, Creative Mansion Children?s Academy,4745 S. Ellis ,,2686066,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,379,CPS_Early_Childhood_Portal_scrape.csv, First Start Child Care Academy,4753-59 W. Washington ,,3794928,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
