Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Executive Director,canonical_Id,canonical_Phone,canonical_Center Director,canonical_Zip,canonical_IDHS Provider ID,canonical_Agency,canonical_Progmod,canonical_Eearly Head Start Fund,canonical_Director,canonical_CC fund,canonical_Number per Site HS,canonical_Program Name,canonical_Site name,canonical_Website,canonical_ECE Available Programs,canonical_Funded Enrollment,canonical_Column,canonical_Number per Site EHS,canonical_Email Address,canonical_NAEYC Valid Until,canonical_Purple binder service type,canonical_Ounce of Prevention Description,canonical_Program Option,canonical_Head Start Fund,canonical_Column2,canonical_Fax,canonical_Length of Day,canonical_Source,canonical_Neighborhood,canonical_Address,canonical_NAEYC Program Id
77,0.936639030774,692,CPS_Early_Childhood_Portal_scrape.csv, Metropolitan Family Services - Midway Children's Center (Chicago Lawn),3215 W 63rd St ,,8842350,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'4331it(child care it center), 3783ps(hs collaboration with c'",b'2658',b'8842350',b'www.metrofamily.org',b'60629',b'',b'',b'no',b'guadalupe valdine',b'',b'yes',b'',b'state pre-kindergarten',b'metropolitan family services',b'yes',b'cp',b'metropolitan family services',b'',b'',b'',b'guadalupe valdine',b'',b'',b'chicago lawn',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'chicago lawn',b'3215 w 63rd st',b''
348,0.934001922607,693,CPS_Early_Childhood_Portal_scrape.csv, Linne,3221 N. Sacramento ,,5345262,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'693',b'5345262',b'',b'60618',b'',b'',b'',b'',b'',b'',b'',b'head start',b'linne',b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'3-4 hours',b'cps_early_childhood_portal_scrape.csv',b'avondale',b'3221 n. sacramento',b''
79,0.938589334488,694,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Centro Nuestro / CYC,3222 W Division Ave ,,4893157,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'4301ps(hs collaboration with childcare & prek)',b'102',b'4893157',b'www.chicagoyouthcenters.org',b'60651',b'',b'',b'no',b'valerie meritt',b'',b'yes',b'',b'child care',b'chicago youth centers - centro nuestro / cyc',b'no',b'harry wells',b'chicago youth centers',b'',b'',b'',b'beth mrofcza',b'',b'',b'humboldt park',b'',b'child care',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'3222 w division',b''
80,0.934615850449,695,CPS_Early_Childhood_Portal_scrape.csv, Metropolitan Family Services - North Children's Center,3249 N Central Ave ,,3713700,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'4329it(child care it center), 4330ps(hs collaboration with c'",b'103',b'3713700',b'www.metrofamily.org',b'60634',b'',b'',b'no',b'dawn delgado',b'',b'yes',b'',b'child care',"b""metropolitan family services - north children's center""",b'yes',b'fernando freire',b'metropolitan family services',b'',b'',b'',b'dawn delgado',b'',b'',b'portage park',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'3249 n central ave',b''
81,0.939005661011,696,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christoper House - Logan Square,3255 W Altgeld St ,,2354073,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'4321it(child care it center), 7087ps(hs collaboration with c'",b'1196',b'2354073',b'www.christopherhouse.org',b'60647',b'',b'',b'no',b'carmen velez',b'',b'yes',b'',b'child care',b'christopher house - christoper house - logan square',b'yes',b'lori baas',b'christopher house',b'',b'',b'05/31/15',b'carmen velez',b'cvelez@christopherhouse.org',b'289774',b'logan square',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'3255 w altgeld',b''
82,0.934001922607,697,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Professional Playhouse,338 E 103rd ,,5680728,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'105',b'5680728',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'chicago state university - professional playhouse',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'338 e 103rd',b''
82,0.934001922607,698,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Professional Playhouse,338 E 103rd ,,5680728,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'105',b'5680728',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'chicago state university - professional playhouse',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'338 e 103rd',b''
84,0.939802587032,699,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Flamboyan,3401 W McLean Ave ,,2763423,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'3269',b'2763423',b'',b'60647',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'st. augustine college - st. augustine - flamboyan',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'',b'3401 w mclean ave',b''
1048,,700,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Fifth City,3411 W Fifth Ave ,,8268686,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,0.934002,701,CPS_Early_Childhood_Portal_scrape.csv, Edgewater Community Council - A B C Center / CYC,3415 W 13th Pl ,,7625655,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'701',b'7625655',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'head start',b'edgewater community council - a b c center / cyc',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'3415 w 13th pl',b''
349,0.934002,702,CPS_Early_Childhood_Portal_scrape.csv, Edgewater Community Council - A B C Center / CYC,3415 W 13th Pl ,,7625655,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'701',b'7625655',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'head start',b'edgewater community council - a b c center / cyc',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'3415 w 13th pl',b''
1049,,703,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Pathway,3418 W 79th St ,,7765439,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,0.937348544598,704,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Rachel's Learning Center #1,3430 W Roosevelt Rd ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'704',b'5331837',b'www.chicagoyouthcenters.org',b'60624',b'',b'',b'no',b'carol quinn',b'',b'yes',b'',b'head start',"b""chicago youth centers rachel's 1""",b'no',b'harry wells',b'chicago youth centers',b'',b'',b'',b'carol quinn',b'',b'',b'north lawndale',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'3430 w roosevelt rd',b''
1050,,705,CPS_Early_Childhood_Portal_scrape.csv, Stowe,3444 W. Wabansia ,,5344175,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0.934924564578,706,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,,6380773,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'8023it(child care it center), 8022ps(hs collaboration with c'",b'1199',b'6380773',b'www.ymcachicago.org',b'60624',b'',b'',b'yes',b'leslie hampton',b'',b'yes',b'',b'state pre-kindergarten',b'ymca of metropolitan chicago - north lawndale ymca',b'yes',b'dorothy cole-gary',b'ymca of metropolitan chicago',b'',b'',b'',b'leslie hampton',b'',b'',b'north lawndale',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'3449 w arthington st',b''
86,0.934924564578,707,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,,6380773,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'8023it(child care it center), 8022ps(hs collaboration with c'",b'1199',b'6380773',b'www.ymcachicago.org',b'60624',b'',b'',b'yes',b'leslie hampton',b'',b'yes',b'',b'state pre-kindergarten',b'ymca of metropolitan chicago - north lawndale ymca',b'yes',b'dorothy cole-gary',b'ymca of metropolitan chicago',b'',b'',b'',b'leslie hampton',b'',b'',b'north lawndale',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'3449 w arthington st',b''
785,0.939014434814,708,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Pathway To Learning,3460 W 79th St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'708',b'4369244',b'www.chicagoyouthcenters.org',b'60652',b'',b'',b'no',b'carol quinn',b'',b'yes',b'',b'head start',b'chicago youth centers pathways to learning cc1',b'no',b'harry wells',b'chicago youth centers',b'',b'',b'',b'carol quinn',b'',b'',b'ashburn',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'3460 w 79th st',b''
87,0.935796181361,709,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Teddy Bear 2 Columbus,3473 W Columbus ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'113',b'4342327',b'www.elvalor.org',b'60652',b'',b'',b'no',b'connie gayton',b'',b'yes',b'',b'child care',b'el valor teddy bear 2',b'no',b'vincent allocco',b'el valor',b'',b'',b'',b'connie guyton',b'',b'',b'ashburn',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'3473 w columbus',b''
351,0.939043313265,710,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Logan Square - First Lutheran YMCA,3500 W Fullerton Ave ,,8625960,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'710',b'8625960',b'www.ymcachicago.org',b'60647',b'',b'',b'no',b'nilsa ramirez',b'',b'yes',b'',b'head start',b'ymca of metropolitan chicago logan square - first lutheran',b'no',b'dorothy cole-gary',b'ymca of metropolitan chicago',b'',b'',b'',b'nilsa ramirez',b'',b'',b'logan square',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'3500 w fullerton',b''
352,0.934002,711,CPS_Early_Childhood_Portal_scrape.csv, Lawndale,3500 W. Douglas ,,5341635,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'711',b'5341635',b'',b'60623',b'',b'',b'',b'',b'',b'',b'',b'head start',b'lawndale',b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'5-6 hours',b'cps_early_childhood_portal_scrape.csv',b'north lawndale',b'3500 w. douglas',b''
353,0.934002,712,CPS_Early_Childhood_Portal_scrape.csv, McClellan,3527 S. Wallace ,,5351732,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'712',b'5351732',b'',b'60609',b'',b'',b'',b'',b'',b'',b'',b'head start',b'mcclellan',b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'3-4 hours',b'cps_early_childhood_portal_scrape.csv',b'bridgeport',b'3527 s. wallace',b''
88,0.934001922607,713,CPS_Early_Childhood_Portal_scrape.csv, Centers For New Horizons - Ida B. Wells Learning Center,3601 S Rhodes St ,,3733640,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'114',b'3733640',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'state pre-kindergarten',b'centers for new horizons - ida b. wells learning center',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'3601 s rhodes st',b''
354,0.934002,714,CPS_Early_Childhood_Portal_scrape.csv, Dvorak,3615 W. 16Th St. ,,5341690,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'714',b'5341690',b'',b'60623',b'',b'',b'',b'',b'',b'',b'',b'head start',b'dvorak',b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'5-6 hours',b'cps_early_childhood_portal_scrape.csv',b'north lawndale',b'3615 w. 16th st.',b''
1051,,715,CPS_Early_Childhood_Portal_scrape.csv, V.F. Thomas Early Childhood Center,3625 S. Hoyne Ave ,,5354088,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,0.934002,716,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Near South Side,3630 S Wells Ave ,,5483614,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'500',b'5483614',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'early head start',b'easter seals society of metropolitan chicago - near south side',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'3630 s wells ave',b''
355,0.934001922607,717,CPS_Early_Childhood_Portal_scrape.csv, Monroe,3651 W. Schubert ,,5344155,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'717',b'5344155',b'',b'60647',b'',b'',b'',b'',b'',b'',b'',b'head start',b'monroe',b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'3-4 hours',b'cps_early_childhood_portal_scrape.csv',b'logan square',b'3651 w. schubert',b''
89,0.937302803993,718,CPS_Early_Childhood_Portal_scrape.csv, Firman Community Services - Firman House West,37 W 47th St ,,3733400,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'7076ps(hs collaboration with childcare & prek), 2759sa(schoo'",b'115',b'3733400',b'www.firmancs.org',b'60609',b'',b'',b'no',b'ms. donna skinner-echols',b'',b'yes',b'',b'state pre-kindergarten',b'firman community services - firman house west',b'no',b'marguerite young',b'firman community services',b'',b'',b'',b'dontrease thomas',b'',b'',b'grand boulevard',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'grand boulevard',b'37 w 47th st',b''
91,0.936351341861,719,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center- Ogden 3701,3701 W Ogden Ave ,,5228400,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'116',b'5228400',b'www.crcl.net',b'60623',b'',b'',b'yes',b'tracey young',b'',b'yes',b'',b'early head start',b'carole robertson center for learning - carole robertson center- ogden 3701',b'no',b'gail nelson',b'carole robertson center for learning',b'',b'',b'',b'tracey young',b'',b'',b'north lawndale',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'3701 w ogden',b''
91,0.936351341861,720,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center- Ogden 3701,3701 W Ogden Ave ,,5228400,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'116',b'5228400',b'www.crcl.net',b'60623',b'',b'',b'yes',b'tracey young',b'',b'yes',b'',b'early head start',b'carole robertson center for learning - carole robertson center- ogden 3701',b'no',b'gail nelson',b'carole robertson center for learning',b'',b'',b'',b'tracey young',b'',b'',b'north lawndale',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'3701 w ogden',b''
356,0.934002,721,CPS_Early_Childhood_Portal_scrape.csv, Gary,3740 W. 31St St. ,,5341455,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'721',b'5341455',b'',b'60623',b'',b'',b'',b'',b'',b'',b'',b'head start',b'gary',b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'5-6 hours',b'cps_early_childhood_portal_scrape.csv',b'south lawndale',b'3740 w. 31st st.',b''
1052,,722,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - ABC Day Care,3800 N Austin Ave ,,6859033,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0.934001922607,723,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'1273',b'2850617',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'state pre-kindergarten',b'ada s. mckinley community services - mckinley - st. thomas',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'3801 s wabash ave',b''
1053,,724,CPS_Early_Childhood_Portal_scrape.csv, Peck,3826 W. 58Th ,,5352450,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,0.934002,725,CPS_Early_Childhood_Portal_scrape.csv, Hurley,3849 W. 69Th St ,,5352068,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'725',b'5352068',b'',b'60629',b'',b'',b'',b'',b'',b'',b'',b'head start',b'hurley',b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'5-6 hours',b'cps_early_childhood_portal_scrape.csv',b'west lawn',b'3849 w. 69th st',b''
358,0.939437299967,726,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Little Giants,3863 W Harrison St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'1641',b'2656330',b'www.easterseaslchicago.org',b'60624',b'',b'',b'no',b'ms. granberry',b'',b'yes',b'',b'head start',b'easter seals society of metropolitan chicago little giants',b'no',b'barbara zawacki',b'easter seals society of metropolitan chicago',b'',b'',b'',b'ms.gloria granberry',b'',b'',b'west garfield park',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'3863 w harrison',b''
94,0.934001922607,727,CPS_Early_Childhood_Portal_scrape.csv, Centers For New Horizons - Edison L. Hoard Learning Center,3901 S State St ,,5362187,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'1274',b'5362187',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'state pre-kindergarten',b'centers for new horizons - edison l. hoard learning center',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'3901 s state st',b''
95,0.934206426144,728,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - It Takes a Village,4000 W Division St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'120',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'early head start',b'easter seals society of metropolitan chicago - it takes a village',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'4000 w division st',b''
359,0.934002,729,CPS_Early_Childhood_Portal_scrape.csv," Ward, Laura",410 N. Monticello ,,5346440,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'729',b'5346440',b'',b'60624',b'',b'',b'',b'',b'',b'',b'',b'head start',"b'ward, laura'",b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'3-4 hours',b'cps_early_childhood_portal_scrape.csv',b'humboldt park',b'410 n. monticello',b''
360,0.934002,730,CPS_Early_Childhood_Portal_scrape.csv, Fuller,4214 S. St Lawrence ,,5351687,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'730',b'5351687',b'',b'60653',b'',b'',b'',b'',b'',b'',b'',b'head start',b'fuller',b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'5-6 hours',b'cps_early_childhood_portal_scrape.csv',b'grand boulevard',b'4214 s. st lawrence',b''
361,0.934001922607,731,CPS_Early_Childhood_Portal_scrape.csv, Mason,4217 W. 18Th St. ,,5341530,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'731',b'5341530',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'head start',b'mason',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'3-4 hours',b'cps_early_childhood_portal_scrape.csv',b'',b'4217 w. 18th st.',b''
361,0.934001922607,732,CPS_Early_Childhood_Portal_scrape.csv, Mason,4217 W. 18Th St. ,,5341530,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'731',b'5341530',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'head start',b'mason',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'3-4 hours',b'cps_early_childhood_portal_scrape.csv',b'',b'4217 w. 18th st.',b''
362,0.934001922607,733,CPS_Early_Childhood_Portal_scrape.csv, Bateman,4220 N. Richmond ,,5345055,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'733',b'5345055',b'',b'60618',b'',b'',b'',b'',b'',b'',b'',b'head start',b'bateman',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'3-4 hours',b'cps_early_childhood_portal_scrape.csv',b'irving park',b'4220 n. richmond',b''
363,0.934002,734,CPS_Early_Childhood_Portal_scrape.csv, Robinson,4225 S. Lake Park ,,5351777,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'734',b'5351777',b'',b'60653',b'',b'',b'',b'',b'',b'',b'',b'head start',b'robinson',b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'5-6 hours',b'cps_early_childhood_portal_scrape.csv',b'oakland',b'4225 s. lake park',b''
97,0.939210633437,735,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - New Hope / Salvation Army,4255 W Division St ,,7224908,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'3278ps(hs collaboration with childcare & prek)',b'1275',b'7724908',b'www.usc.salvationarmy.com',b'60651',b'',b'',b'no',b'catherine eason',b'',b'yes',b'',b'child care',b'salvation army new hope',b'no',b'claudia rowland',b'salvation army',b'',b'',b'',b'catherine eason',b'',b'',b'humboldt park',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'humboldt park',b'4255 w division',b''
364,0.934002,736,CPS_Early_Childhood_Portal_scrape.csv, Goldblatt,4257 W. Adams ,,5346860,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'736',b'5346860',b'',b'60624',b'',b'',b'',b'',b'',b'',b'',b'head start',b'goldblatt',b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'5-6 hours',b'cps_early_childhood_portal_scrape.csv',b'west garfield park',b'4257 w. adams',b''
241,0.936503461429,737,CPS_Early_Childhood_Portal_scrape.csv, Korean American Community Services - Korean American Community Services,4300 N California Ave ,,5838281,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'7131ps(hs collaboration with childcare & prek), 2808sa(schoo'",b'1203',b'5838281',b'www.kacschicago.org',b'60618',b'',b'',b'no',b'hye k. choi',b'',b'yes',b'',b'child care',b'korean american community services - korean american community services',b'yes',b'in chul choi',b'korean american community services',b'',b'',b'',b'hye k. choi',b'',b'',b'irving park',b'',b'child care',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'4300 n california',b''
98,0.936388177531,738,CPS_Early_Childhood_Portal_scrape.csv, Centers For New Horizons - Effie Ellis,4301 S Cottage Grove Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'8012it(child care it center), 7116ps(hs collaboration with c'",b'124',b'5489839',b'www.cnh.org',b'60653',b'',b'',b'no',b'valerie jones',b'',b'yes',b'',b'child care',b'centers for new horizons - effie ellis',b'yes',"b'sokoni karanja, pres.'",b'centers for new horizons',b'',b'',b'',b'valerie jones',b'',b'grand boulevard community; serves children 0-3',b'kenwood',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'4301 s cottage grove',b''
99,0.937652337551,739,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - Maggie Drummond Day Care,4301 S Wabash Ave ,,3738200,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'4355it(child care it center), 4355sa(school age (sa)), 4355p'",b'1394',b'3738200',b'www.adasmckinley.org',b'60653',b'',b'',b'no',b'angie fells',b'',b'yes',b'',b'state pre-kindergarten',b'ada s. mckinley community services - maggie drummond',b'yes',"b'george jones, jr.'",b'ada s. mckinley community services',b'',b'',b'',b'lyris clark',b'',b'',b'grand boulevard',b'',b'child care',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'4301 s wabash',b''
365,0.934002,740,CPS_Early_Childhood_Portal_scrape.csv, Morton,431 N. Troy ,,5346791,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'740',b'5346791',b'',b'60612',b'',b'',b'',b'',b'',b'',b'',b'head start',b'morton',b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'5-6 hours',b'cps_early_childhood_portal_scrape.csv',b'humboldt park',b'431 n. troy',b''
100,0.937935252984,741,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre - Lincoln - King,4314 S Cottage Grove Ave ,,7472310,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'7100ps(hs collaboration with childcare & prek)',b'1279',b'7472310',b'www.abelink.org',b'60653',b'',b'',b'no',b'joyce wallace',b'',b'yes',b'',b'child care',b'abraham lincoln centre - lincoln - king',b'no',b'zirl smith',b'abraham lincoln centre',b'',b'',b'',b'keita king',b'',b'',b'grand boulevard',b'',b'child care',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'4314 s cottage grove',b''
