Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Website,canonical_Email Address,canonical_Number per Site EHS,canonical_Center Director,canonical_Head Start Fund,canonical_Progmod,canonical_Purple binder service type,canonical_Length of Day,canonical_NAEYC Program Id,canonical_Address,canonical_Site name,canonical_Ounce of Prevention Description,canonical_NAEYC Valid Until,canonical_Source,canonical_Director,canonical_Column2,canonical_Eearly Head Start Fund,canonical_IDHS Provider ID,canonical_Fax,canonical_Number per Site HS,canonical_Agency,canonical_Zip,canonical_Phone,canonical_Id,canonical_Funded Enrollment,canonical_Executive Director,canonical_Program Name,canonical_ECE Available Programs,canonical_CC fund,canonical_Column,canonical_Neighborhood,canonical_Program Option
881,,545,CPS_Early_Childhood_Portal_scrape.csv, Carpenter,1250 W. Erie ,,5347385,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,0.903648515542,546,CPS_Early_Childhood_Portal_scrape.csv," Brown Academy, R.",12607 S. Union ,,5355385,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'www.cps.edu',b'',b'no',b'',b'3-4 hours',b'',b'12607 s. union',b'brown academy',b'',b'ms. gale baker',b'dfss_agencysitelies_2012.csv',b'',b'',b'ms. gale baker',b'',b'',b'',b'',b'60628',b'5355385',b'1477',b'chicago public schools',b'',b'head start',b'paula cottone',b'yes',b'',b'west pullman',b'west pullman'
22,0.91594620049,547,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Stepping Stones Early/Childhood Lear,1300 E 75th St ,,4930000,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'www.adasmckinley.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'1300 e 75th st',b'easter seals society of metropolitan chicago - stepping stones early/childhood lear',b'',b'dr. nelda jones',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'dr. jones',b'',b'',b'',b'',b'60619',b'4930000',b'26',b'ada s. mckinley community services',b'',b'community partnerships',"b'george jones, jr.'",b'yes',b'',b'',b'south shore'
23,0.759373774131,548,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',b'half day/full day',b'',b'1312 s racine ave',b'marcy newberry association',b'',b'laparish woody',b'cps_early_childhood_portal_scrape.csv',b'',b'early head start',b'laparish woody',b'',b'',b'',b'',b'60636',b'7466024',b'28',b'henry booth house',b'',b'state pre-kindergarten',b'scott perkins',b'yes',b'',b'',b'west englewood'
23,0.759373774131,549,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',b'half day/full day',b'',b'1312 s racine ave',b'marcy newberry association',b'',b'laparish woody',b'cps_early_childhood_portal_scrape.csv',b'',b'early head start',b'laparish woody',b'',b'',b'',b'',b'60636',b'7466024',b'28',b'henry booth house',b'',b'state pre-kindergarten',b'scott perkins',b'yes',b'',b'',b'west englewood'
348,0.79279011488,550,CPS_Early_Childhood_Portal_scrape.csv," Henry Booth House - Kids Place II, Inc",1318 W 95th St ,,4456500,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'www.henryboothhouse.org',b'',b'',b'',b'half day/full day',b'',b'1318 w 95th st',"b'henry booth house - kids place ii, inc'",b'',b'ms. porter',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60643',b'4456500',b'550',b'henry booth house',b'',b'head start',b'scott perkins',b'',b'',b'',b''
349,0.727575138211,551,CPS_Early_Childhood_Portal_scrape.csv, Henson,1326 S. Avers Ave ,,5341804,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'5-6 hours',b'',b'1326 s. avers ave',b'henson',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60623',b'5341804',b'551',b'',b'',b'head start',b'hs-hd',b'',b'',b'north lawndale',b''
349,0.727575138211,552,CPS_Early_Childhood_Portal_scrape.csv, Henson,1326 S. Avers Ave ,,5341804,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'5-6 hours',b'',b'1326 s. avers ave',b'henson',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60623',b'5341804',b'551',b'',b'',b'head start',b'hs-hd',b'',b'',b'north lawndale',b''
882,,553,CPS_Early_Childhood_Portal_scrape.csv, Medill Inter,1326 W. 14Th Pl. ,,5347760,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,0.977534,554,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Main Campus,1333 W Argyle St ,,8783231,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'',b'1333 w argyle st',b'st. augustine college - st. augustine - main campus',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60640',b'8783231',b'554',b'',b'',b'head start',b'',b'',b'',b'',b''
883,,555,CPS_Early_Childhood_Portal_scrape.csv, Altgeld,1340 W. 71St ,,5353250,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.834418743849,556,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'extended day',b'',b'1345 n karlov ave',b'salvation army - incarnation / salvation army',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'janet l. thomas',b'',b'',b'',b'',b'60651',b'2764118',b'29',b'marcy newberry association',"b'5753ip(ehs collaboration enhanced home ip), 5753it(ehs enhan'",b'child care',b'',b'no',b'',b'',b'humboldt park'
25,0.716053088506,557,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'',b'1354 w 61st st',b'abraham lincoln centre - hope presbyterian church',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60636',b'4715100',b'30',b'',b'',b'state pre-kindergarten',b'',b'',b'',b'',b''
351,0.833399266005,558,CPS_Early_Childhood_Portal_scrape.csv, Lavizzo,138 W. 109Th St ,,5355300,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'www.cps.edu',b'',b'',b'',b'3-4 hours',b'',b'138 w. 109th st',b'lavizzo',b'',b'mrs.tracey stelly',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60628',b'5355300',b'2028',b'chicago public schools',b'',b'head start',b'paula cottone',b'',b'',b'roseland',b''
354,0.712890505791,559,CPS_Early_Childhood_Portal_scrape.csv, Northwestern University Settlement House - Northwestern University Settlement House,1400 W Augusta Blvd ,,2787471,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'half day/full day',b'',b'1400 w augusta blvd',b'northwestern university settlement house - northwestern university settlement house',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'linda mclaren',b'',b'',b'',b'',b'60622',b'2787471',b'559',b'northwestern university settlement house',b'',b'head start',b'',b'yes',b'',b'',b'west town'
184,0.74452333649,560,CPS_Early_Childhood_Portal_scrape.csv, Herzl CPC,1401 S. Hamlin ,,5341751,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'3-4 hours',b'',b'1401 s. hamlin',b'herzl cpc',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60623',b'5341751',b'2563',b'',b'',b'head start/child parent center',b'cpc-fd',b'',b'',b'north lawndale',b''
184,0.74452333649,561,CPS_Early_Childhood_Portal_scrape.csv, Herzl CPC,1401 S. Hamlin ,,5341751,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'3-4 hours',b'',b'1401 s. hamlin',b'herzl cpc',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60623',b'5341751',b'2563',b'',b'',b'head start/child parent center',b'cpc-fd',b'',b'',b'north lawndale',b''
208,0.982189655304,562,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Taylor Day School,1414 W 87th St ,,2392322,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'1414 w 87th st',b'henry booth house - taylor day school',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'ms. jackson',b'',b'',b'',b'',b'60620',b'2392322',b'1754',b'henry booth house',b'',b'community partnerships',b'',b'yes',b'',b'',b'auburn gresham'
884,,563,CPS_Early_Childhood_Portal_scrape.csv, McDowell,1419 E. 89Th ,,5356404,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,0.748553240299,564,CPS_Early_Childhood_Portal_scrape.csv, Pilsen,1420 W. 17Th St. ,,5347675,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'www.cps.edu',b'',b'',b'',b'3-4 hours',b'',b'1420 w. 17th st.',b'pilsen',b'',b'dr. adel m. ali',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60608',b'5347675',b'942',b'chicago public schools',b'',b'head start',b'paula cottone',b'',b'',b'lower west side',b''
356,0.748553240299,565,CPS_Early_Childhood_Portal_scrape.csv, Pilsen,1420 W. 17Th St. ,,5347675,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'www.cps.edu',b'',b'',b'',b'3-4 hours',b'',b'1420 w. 17th st.',b'pilsen',b'',b'dr. adel m. ali',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60608',b'5347675',b'942',b'chicago public schools',b'',b'head start',b'paula cottone',b'',b'',b'lower west side',b''
357,0.744283139706,566,CPS_Early_Childhood_Portal_scrape.csv, Lozano Bilingual,1424 N. Cleaver ,,5344150,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'5-6 hours',b'',b'1424 n. cleaver',b'lozano bilingual',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60622',b'5344150',b'566',b'',b'',b'head start',b'pfa-reg',b'',b'',b'west town',b''
358,0.828342527151,567,CPS_Early_Childhood_Portal_scrape.csv, Young,1434 N. Parkside ,,5346200,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'www.cps.edu',b'',b'',b'',b'3-4 hours',b'',b'1434 n. parkside',b'young',b'',b'ms. crystal bell',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60651',b'5346200',b'2088',b'chicago public schools',b'',b'head start',b'paula cottone',b'',b'',b'austin',b''
885,,568,CPS_Early_Childhood_Portal_scrape.csv, Lathrop,1440 S. Christiana ,,5341812,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,0.712758,569,CPS_Early_Childhood_Portal_scrape.csv, Peabody,1444 W. Augusta ,,5344170,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'5-6 hours',b'',b'1444 w. augusta',b'peabody',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60622',b'5344170',b'569',b'',b'',b'head start',b'hs-hd',b'',b'',b'west town',b''
722,0.760115861893,570,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,,5213126,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'',b'1449 s keeler ave',b'catholic charities of the archdiocese of chicago - our lady of lourdes',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60623',b'5213126',b'32',b'',b'',b'state pre-kindergarten',b'',b'',b'',b'',b''
722,0.760115861893,571,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,,5213126,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'',b'1449 s keeler ave',b'catholic charities of the archdiocese of chicago - our lady of lourdes',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60623',b'5213126',b'32',b'',b'',b'state pre-kindergarten',b'',b'',b'',b'',b''
26,0.804132640362,572,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - North Austin / LSSI,1500 N Mason Ave ,,2371930,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'1500 n mason ave',b'lutheran social services of illinois - north austin / lssi',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60651',b'2371930',b'33',b'',b'',b'child care',b'',b'',b'',b'',b''
27,0.898825486501,573,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - New Birth,1500 W 69th St ,,4710699,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'www.usc.salvationarmy.com',b'',b'no',b'',b'extended day',b'',b'1500 w 69th st',b'marcy newberry association - new birth',b'',b'mitchelle redd',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'mitchelle redd',b'',b'',b'',b'',b'60621',b'4710699',b'34',b'salvation army',b'',b'child care',b'claudia rowland',b'yes',b'',b'',b'englewood'
211,0.705133110285,574,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Mt. Moriah-Taylor / CYC,1501 N Harding Ave ,,2785837,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'1501 n harding ave',b'chicago youth centers - mt. moriah-taylor / cyc',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60651',b'2785837',b'35',b'',b'',b'child care',b'',b'',b'',b'',b''
360,0.819215,575,CPS_Early_Childhood_Portal_scrape.csv, Johnson,1504 S. Albany ,,5341833,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'5-6 hours',b'',b'1504 s. albany',b'johnson',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'ms. sallie p. pinkston',b'',b'',b'',b'',b'60623',b'5341833',b'575',b'chicago public schools',b'',b'head start',b'',b'yes',b'',b'',b'north lawndale'
361,0.750245571136,576,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Lakeview Development Center,1531 W Lawrence Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',b'half day/full day',b'',b'1531 w lawrence',b'henry booth house lakeview development center',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'',b'',b'',b'',b'',b'60640',b'',b'576',b'henry booth house',b'',b'head start',b'scott perkins',b'yes',b'',b'',b'uptown'
30,0.70990101248,577,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Marcy Center,1539 S Springfield Ave ,,7612300,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'',b'1539 s springfield ave',b'marcy newberry association - marcy center',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60623',b'7612300',b'37',b'',b'',b'state pre-kindergarten',b'',b'',b'',b'',b''
30,0.70990101248,578,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Marcy Center,1539 S Springfield Ave ,,7612300,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'',b'1539 s springfield ave',b'marcy newberry association - marcy center',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60623',b'7612300',b'37',b'',b'',b'state pre-kindergarten',b'',b'',b'',b'',b''
32,0.85881459713,579,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane League - Mary Crane - Morse,1545 W Morse Ave ,,2621390,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'extended day',b'',b'1545 w morse ave',b'mary crane league - mary crane - morse',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'guadalupe herrera',b'',b'',b'',b'',b'60626',b'2621390',b'38',b'mary crane league',b'4270ps(hs collaboration with childcare & prek)',b'child care',b'',b'yes',b'',b'',b'rogers park'
362,0.865469694138,580,CPS_Early_Childhood_Portal_scrape.csv, Penn,1616 S. Avers ,,5341665,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'www.cps.edu',b'',b'',b'',b'3-4 hours',b'',b'1616 s. avers',b'penn',b'',b'mrs. sherryl moore-ollie',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60623',b'5341665',b'2056',b'chicago public schools',b'',b'head start',b'paula cottone',b'',b'',b'north lawndale',b''
290,0.735140609741,581,CPS_Early_Childhood_Portal_scrape.csv, Cooper,1624 W. 19Th St. ,,5347205,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'www.cps.edu',b'',b'',b'',b'5-6 hours',b'',b'1624 w. 19th st.',b'cooper',b'',b'ms. martha monrroy',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60608',b'5347205',b'581',b'chicago public schools',b'',b'head start',b'paula cottone',b'',b'',b'lower west side',b''
290,0.735140609741,582,CPS_Early_Childhood_Portal_scrape.csv, Cooper,1624 W. 19Th St. ,,5347205,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'www.cps.edu',b'',b'',b'',b'5-6 hours',b'',b'1624 w. 19th st.',b'cooper',b'',b'ms. martha monrroy',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60608',b'5347205',b'581',b'chicago public schools',b'',b'head start',b'paula cottone',b'',b'',b'lower west side',b''
33,0.90613026917,583,CPS_Early_Childhood_Portal_scrape.csv, South Shore Bible - Maranatha,1631 E 71st St ,,4937500,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'extended day',b'',b'1631 e 71st st',b'salvation army south shore bible/maranatha head start',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'jaqueline carter',b'',b'',b'',b'',b'60649',b'4937500',b'39',b'salvation army',b'4380ps(hs collaboration with childcare)',b'child care',b'',b'yes',b'',b'',b'south shore'
363,0.746050298214,584,CPS_Early_Childhood_Portal_scrape.csv, Gale,1631 W. Jonquil Tr. ,,5342100,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'www.cps.edu',b'',b'',b'',b'5-6 hours',b'',b'1631 w. jonquil tr.',b'gale',b'',b'ms. cassandra washington',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60626',b'5342100',b'2004',b'chicago public schools',b'',b'head start',b'paula cottone',b'',b'',b'rogers park',b''
34,0.769921600819,585,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Taylor Center for New Experiences,1633 N Hamlin Ave ,,2278551,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'1633 n hamlin ave',b'chicago commons association - taylor center for new experiences',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60647',b'2278551',b'40',b'',b'',b'head start',b'',b'',b'',b'',b''
364,0.996088683605,586,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Kimball Day Care,1636 N Kimball Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'www.chicagocommons.org',b'',b'no',b'',b'half day/full day',b'',b'1636 n kimball ave',b'chicago commons association kimball day care',b'',b'alberta varda',b'dfss_agencysitelies_2012.csv',b'',b'',b'alberta varda',b'',b'',b'',b'',b'60647',b'2357200',b'1457',b'chicago commons association',b'',b'head start',b'dan valliere',b'yes',b'',b'',b'humboldt park'
36,0.824733495712,587,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Ebenezer,1652 W Foster Ave ,,8789925,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'1652 w foster ave',b'catholic charities of the archdiocese of chicago - ebenezer',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60640',b'8789925',b'41',b'',b'',b'child care',b'',b'',b'',b'',b''
37,0.725787852492,588,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Paulo Freire,1653 W 43rd St ,,8262669,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'yes',b'',b'',b'www.chicagocommons.org',b'',b'no',b'',b'half day/full day',b'',b'1653 w 43rd st',b'chicago commons association - paulo freire',b'',b'nilda vargas',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'jenny seacat',b'',b'',b'',b'',b'60609',b'8262669',b'42',b'chicago commons association',"b'2626it(child care it center), 3402ps(hs collaboration with c'",b'child care',b'dan valliere',b'yes',b'',b'new city',b'new city'
38,0.759517659744,589,CPS_Early_Childhood_Portal_scrape.csv, Erie Neighborhood House - Erie Community Center,1701 W Superior St ,,5635800,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'half day/full day',b'',b'1701 w superior st',b'erie neighborhood house',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'jolene martin',b'',b'',b'',b'',b'60644',b'5635800',b'43',b'carole robertson center for learning',"b'6101ps(hs collaboration with childcare homes), 6101ip(ehs co'",b'state pre-kindergarten',b'',b'no',b'',b'',b'austin'
365,0.835172086954,590,CPS_Early_Childhood_Portal_scrape.csv, New Field,1707 W. Morse ,,5342760,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'www.cps.edu',b'',b'',b'',b'3-4 hours',b'',b'1707 w. morse',b'new field',b'',b'ms. susan m. kilbane',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60626',b'5342760',b'2049',b'chicago public schools',b'',b'head start',b'paula cottone',b'',b'',b'rogers park',b''
42,0.768408502851,591,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'extended day',b'',b'1711 w 35th st',b'el valor - little tykes i',b'',b'sara matta',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'sara matta',b'',b'',b'',b'',b'60609',b'2547700',b'2604',b'el valor',b'',b'child care',b'vincent allocco',b'yes',b'',b'mckinley park',b'mckinley park'
42,0.768408502851,592,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'extended day',b'',b'1711 w 35th st',b'el valor - little tykes i',b'',b'sara matta',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'sara matta',b'',b'',b'',b'',b'60609',b'2547700',b'2604',b'el valor',b'',b'child care',b'vincent allocco',b'yes',b'',b'mckinley park',b'mckinley park'
40,0.712758362293,593,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/El Centro - Loomis,1718 S Loomis Blvd ,,5639796,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'1718 s loomis blvd',b'el hogar del nino/cuidar - el hogar del nino/el centro - loomis',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'',b'5639796',b'593',b'',b'',b'child care',b'',b'',b'',b'',b''
40,0.712758362293,594,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/El Centro - Loomis,1718 S Loomis Blvd ,,5639796,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'1718 s loomis blvd',b'el hogar del nino/cuidar - el hogar del nino/el centro - loomis',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'',b'5639796',b'593',b'',b'',b'child care',b'',b'',b'',b'',b''
