Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Executive Director,canonical_Id,canonical_Phone,canonical_Center Director,canonical_Zip,canonical_IDHS Provider ID,canonical_Agency,canonical_Progmod,canonical_Eearly Head Start Fund,canonical_Director,canonical_CC fund,canonical_Number per Site HS,canonical_Program Name,canonical_Site name,canonical_Website,canonical_ECE Available Programs,canonical_Funded Enrollment,canonical_Column,canonical_Number per Site EHS,canonical_Email Address,canonical_NAEYC Valid Until,canonical_Purple binder service type,canonical_Ounce of Prevention Description,canonical_Program Option,canonical_Head Start Fund,canonical_Column2,canonical_Fax,canonical_Length of Day,canonical_Source,canonical_Neighborhood,canonical_Address,canonical_NAEYC Program Id
103,0.909063473344,141,CPS_Early_Childhood_Portal_scrape.csv, Appeal for Charities and Goodwill - Appeal for Charities,50 W 71st St ,,6515400,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'4354it(child care it center), 4354sa(school age (sa)), 4354p'",b'141',b'6515400',b'',b'60621',b'',b'',b'no',b'charlotte osei-bonsu',b'',b'yes',b'',b'child care',b'appeal for charities and goodwill - appeal for charities',b'no',b'p.a. onsei-bonsu',b'appeal for charities and goodwill',b'',b'',b'',b'charlotte osei-bonsu',b'',b'',b'greater grand crossing',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'50 w 71st st',b''
104,0.915940960248,142,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Columbus Park / Salvation Army,500 S Central Ave ,,9214162,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'7017ps(hs collaboration with childcare & prek)',b'1287',b'9214162',b'www.usc.salvationarmy.com',b'60644',b'',b'',b'no',b'felice lewis',b'',b'yes',b'',b'child care',b'salvation army columbus park',b'no',b'claudia rowland',b'salvation army',b'',b'',b'',b'felice lewis',b'',b'',b'austin',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'austin',b'500 s central',b''
105,0.905627250671,143,CPS_Early_Childhood_Portal_scrape.csv," Douglass-Tubman Youth Ministries,Inc. - Douglass-Tubman Child Development Center",5010 W Chicago Ave ,,6266581,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'1216',b'6266581',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',"b'douglass-tubman youth ministries,inc. - douglass-tubman child development center'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'5010 w chicago ave',b''
106,0.907173454762,144,CPS_Early_Childhood_Portal_scrape.csv, Wayman Day Care Center - Wayman Day Care,511 W Elm St ,,9432120,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'3283',b'9432120',b'',b'60610',b'',b'',b'',b'',b'',b'',b'',b'child care',b'wayman day care center - wayman day care',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'511 w elm st',b''
107,0.905627,145,CPS_Early_Childhood_Portal_scrape.csv, Albany Park Community Center - Albany Park Head Start Center-Kimball,5121 N Kimball Ave ,,5095657,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'145',b'5095657',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'albany park community center - albany park head start center-kimball',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'5121 n kimball ave',b''
108,0.906014,146,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Teddy Bear 5 Pulaski,5160 S Pulaski RD ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'146',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'el valor - teddy bear 5 pulaski',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'5160 s pulaski rd',b''
109,0.90892572701,147,CPS_Early_Childhood_Portal_scrape.csv, Trinity United Church of Christ - Trinity United,532 W 95th St ,,4883511,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'2527it(child care it center), 4311ps(hs collaboration with c'",b'1889',b'4883511',b'',b'60628',b'',b'',b'no',b'ekoi florence',b'',b'yes',b'',b'child care',b'trinity united church of christ',b'yes',b'',b'trinity united church of christ',b'',b'',b'',b'',b'',b'',b'washington heights',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'532 w 95th st',b''
110,0.91067288816,148,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Grace Mission,5332 S Western Ave ,,4761990,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'3416ps(hs collaboration with childcare & prek), 2711ps(child'",b'148',b'4761990',b'www.catholiccharities.net',b'60609',b'',b'',b'no',b'francine johnson',b'',b'yes',b'',b'state pre-kindergarten',b'catholic charities of the archdiocese of chicago - grace mission',b'yes',b'laura rios',b'catholic charities of the archdiocese of chicago',b'',b'',b'',b'francine johnson',b'',b'',b'gage park',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'5332 s western',b''
111,0.905351281166,149,CPS_Early_Childhood_Portal_scrape.csv, Firman Community Services - Firman House South,5401 S Wentworth Ave ,,4513400,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'4394it(child care it center), 4394ps(child care ps center &'",b'149',b'4513400',b'',b'60609',b'',b'',b'no',b'donna skinner-echols',b'',b'no',b'',b'state pre-kindergarten',b'firman community services - firman house south',b'no',b'',b'firman community services',b'',b'',b'',b'',b'',b'',b'fuller park',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'5401 s wentworth ave',b''
112,0.907757848501,150,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Belmont-Cragin,5423 W Diversey ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'3153it(child care it center), 3153ps(child care ps center &'",b'1860',b'6223215',b'www.onwardhouse.org',b'60639',b'',b'',b'yes',b'santa rivera',b'',b'yes',b'',b'state pre-kindergarten',b'onward neighborhood house - belmont-cragin',b'yes',b'mario garcia',b'onward neighborhood house',b'',b'',b'',b'santa rivera',b'',b'',b'belmont cragin',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'5423 w diversey',b''
113,0.909364024798,151,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Tiny Town for Tots,5654 W Division St ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'151',b'6260048',b'www.onwardhouse.org',b'60651',b'',b'',b'no',b'ricky spain',b'',b'yes',b'',b'child care',b'onward neighborhood house - tiny town for tots',b'no',b'mario garcia',b'onward neighborhood house',b'',b'',b'',b'ricky spain',b'',b'',b'austin',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'5654 w division st',b''
114,0.905627,152,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - St. John Greater Holy Temple,5701 W Midway Park ,,9480094,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'152',b'9480094',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'marcy newberry association - st. john greater holy temple',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'5701 w midway park',b''
820,,153,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - Blanca Alatorre,5738 S KENNETH AVE ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0.911688446999,154,CPS_Early_Childhood_Portal_scrape.csv," Trinity Resources Unlimited, Inc. - Hope for Youth",5900 W Iowa St ,,6260323,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'7019ps(hs collaboration with childcare)',b'1292',b'6260323',b'',b'60651',b'',b'',b'no',b'bernice porter',b'',b'yes',b'',b'state pre-kindergarten',"b'trinity resources unlimited, inc. - hope for youth'",b'no',b'marion hayes',"b'trinity resources unlimited, inc.'",b'',b'',b'',b'yolonda johnson',b'',b'',b'austin',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'5900 w iowa',b''
116,0.91052287817,155,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Learners,5923 W 63rd St ,,5815541,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'155',b'5815541',b'www.elvalor.org',b'60638',b'',b'',b'no',b'marilyn gonzalez',b'',b'yes',b'',b'child care',b'el valor - little learners',b'no',b'vincent allocco',b'el valor',b'',b'',b'',b'paula parrilli',b'',b'',b'clearing',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'5923 w 63rd street',b''
117,0.909867584705,156,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Onward Neighborhood House,600 N Leavitt St ,,6666726,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'1293',b'6666726',b'',b'60612',b'',b'',b'',b'',b'',b'',b'',b'child care',b'onward neighborhood house - onward neighborhood house',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'600 n leavitt st',b''
118,0.910841008027,157,CPS_Early_Childhood_Portal_scrape.csv," Heartland Alliance for Human Needs & Rights - Heartland Human Care Services, Inc",615 W Wellington Ave ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'1220',b'7511870',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',"b'heartland alliance for human needs & rights - heartland human care services, inc'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'part day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'615 w wellington ave',b''
119,0.905627250671,158,CPS_Early_Childhood_Portal_scrape.csv, Centers For New Horizons - Washington Park South Learning Center,6225 S Wabash Ave ,,6672065,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'1295',b'6672065',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'state pre-kindergarten',b'centers for new horizons - washington park south learning center',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'6225 s wabash ave',b''
120,0.905627,159,CPS_Early_Childhood_Portal_scrape.csv, Boys and Girls Clubs of Chicago - Yancey,6245 S Wabash Ave ,,3634733,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'159',b'3634733',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'boys and girls clubs of chicago - yancey',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'6245 s wabash ave',b''
121,0.905627,160,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Kidz Colony,6287 S Archer Ave ,,7678522,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'160',b'7678522',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'el valor - kidz colony',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'6287 s archer ave',b''
122,0.907766103745,161,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - South Side YMCA,6330 S Stony Island Ave ,,9470700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'2695it(child care it center), 7144ps(hs collaboration with c'",b'1296',b'9470700',b'www.ymcachicago.org',b'60637',b'',b'',b'yes',b'bobbie dickens',b'',b'yes',b'',b'state pre-kindergarten',b'ymca of metropolitan chicago - south side ymca',b'yes',b'dorothy cole-gary',b'ymca of metropolitan chicago',b'',b'',b'',b'bobbie dickens',b'',b'',b'woodlawn',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'6330 s stony island',b''
123,0.906014,162,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Teddy Bear 3 Pulaski,6401 S Pulaski RD ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'162',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'el valor - teddy bear 3 pulaski',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'6401 s pulaski rd',b''
124,0.9150578777,163,CPS_Early_Childhood_Portal_scrape.csv, Woodlawn A.M.E. Church - Woodlawn A.M.E.,6456 S Evans Ave ,,6671402,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'7148it(child care it center), 2686sa(school age (sa)), 7148p'",b'1222',b'6671402',b'www.woodlawnamechurch.org',b'60637',b'',b'',b'no',b'samara akins',b'',b'no',b'',b'child care',b'woodlawn a.m.e. church - woodlawn a.m.e.',b'no',b'samara akins',b'woodlawn a.m.e. church',b'',b'',b'',b'samara akins',b'',b'',b'woodlawn',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'6456 s evans',b''
125,0.905627250671,164,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Kennedy-King College,6800 S Wentworth Ave ,,5533475,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'1297',b'5533475',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'state pre-kindergarten',b'board trustees-city colleges of chicago - kennedy-king college',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'6800 s wentworth ave',b''
126,0.905627,165,CPS_Early_Childhood_Portal_scrape.csv, Family Rescue - Ridgeland Head Start,6824 S Ridgeland Ave ,,6671073,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'165',b'6671073',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'family rescue - ridgeland head start',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'6824 s ridgeland ave',b''
127,0.905627250671,166,CPS_Early_Childhood_Portal_scrape.csv, Trinity United Church of Christ - Dr. Denton J. Brooks Center,6921 S Stony Island Ave ,,9552818,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'1298',b'9552818',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'state pre-kindergarten',b'trinity united church of christ - dr. denton j. brooks center',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'6921 s stony island ave',b''
128,0.910527000825,167,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre - Lincoln - Roseland,7 E 119th St ,,2647632,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'3175ps(hs collaboration with childcare & prek)',b'1386',b'2647632',b'www.abelink.org',b'60628',b'',b'',b'no',b'barbara woods',b'',b'yes',b'',b'child care',b'abraham lincoln centre - lincoln - roseland',b'no',b'zirl smith',b'abraham lincoln centre',b'',b'',b'',b'barbara woods',b'',b'',b'west pullman',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'7 e 119th st',b''
128,0.910527000825,168,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre - Lincoln - Roseland,7 E 119th St ,,2647632,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'3175ps(hs collaboration with childcare & prek)',b'1386',b'2647632',b'www.abelink.org',b'60628',b'',b'',b'no',b'barbara woods',b'',b'yes',b'',b'child care',b'abraham lincoln centre - lincoln - roseland',b'no',b'zirl smith',b'abraham lincoln centre',b'',b'',b'',b'barbara woods',b'',b'',b'west pullman',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'7 e 119th st',b''
129,0.905627250671,169,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Garfield Head Start/Child Developmental Center- YMCA,7 N Homan Ave ,,2653900,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'1299',b'2653900',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'head start',b'ymca of metropolitan chicago - garfield head start/child developmental center- ymca',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'7 n homan ave',b''
130,0.913352350394,170,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Rogers Park,7059 N Greenview Ave ,,2745477,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'7073ps(hs collaboration with childcare & prek), 4147ps(child'",b'1300',b'2745477',b'www.christopherhouse.org',b'60626',b'',b'',b'no',b'joni rudds',b'',b'yes',b'',b'child care',b'christopher house rogers park',b'yes',b'lori baas',b'christopher house',b'',b'',b'',b'atena danner-mcphaden',b'',b'',b'rogers park',b'',b'child care',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'7059 n greenview',b''
131,0.907323300838,171,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - Little Hands,7146 S Ashland Ave ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'171',b'4710662',b'www.adasmckinley.org',b'60636',b'',b'',b'no',b'crystal fielder',b'',b'yes',b'',b'child care',b'ada s. mckinley community services - little hands',b'no',"b'george jones, jr.'",b'ada s. mckinley community services',b'',b'',b'',b'lafredia hobson',b'',b'',b'west englewood',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'7146 s ashland ave',b''
132,0.91096047163,172,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Howard,7222 S Exchange Ave ,,2219711,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'4357it(child care it center), 7035ps(hs collaboration with c'",b'1302',b'2219711',b'www.adasmckinley.org',b'60649',b'',b'',b'no',b'stella sweeten',b'',b'yes',b'',b'state pre-kindergarten',b'ada s. mckinley community services - mckinley - howard',b'no',"b'george jones, jr.'",b'ada s. mckinley community services',b'',b'',b'',b'joni rudds',b'',b'',b'south shore',b'',b'child care',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'7222 s exchange',b''
821,,173,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - Orr High School non-cys funded,730 N Pulaski Rd ,,8261090,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,0.906698226929,174,CPS_Early_Childhood_Portal_scrape.csv, South Shore United Methodist - South Shore United,7350 S Jeffery Blvd ,,3244430,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'7141ps(hs collaboration with childcare)',b'1884',b'3244430',b'',b'60649',b'',b'',b'no',b'bettye turner',b'',b'yes',b'',b'child care',b'south shore united methodist - south shore united',b'no',b'',b'south shore united methodist',b'',b'',b'',b'',b'',b'',b'south shore',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'7350 s jeffery blvd',b''
134,0.907918214798,175,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Nia Family Center,744 N Monticello Ave ,,8266971,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'2633it(child care it center), 3404ps(hs collaboration with c'",b'1461',b'8266971',b'www.chicagocommons.org',b'60612',b'',b'',b'no',b'sharon gibson',b'',b'yes',b'',b'state pre-kindergarten',b'chicago commons association - nia family center',b'yes',b'dan valliere',b'chicago commons association',b'',b'',b'',b'erica barbara',b'',b'',b'humboldt park',b'',b'child care',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'744 n monticello',b''
135,0.909598231316,176,CPS_Early_Childhood_Portal_scrape.csv, Howard Area Community Center - Howard Area Community Center,7510 N Ashland Ave ,,7647610,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'7071ps(hs collaboration with childcare & prek), 2765ps(child'",b'1775',b'7647610',b'www.howardarea.org',b'60626',b'',b'',b'no',b'stephania koliarakis',b'',b'yes',b'',b'state pre-kindergarten',b'howard area community center - howard area community center',b'yes',b'bruce rasey',b'howard area community center',b'',b'',b'',b'stephania koliarakis',b'',b'',b'rogers park',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'7510 n ashland',b''
136,0.910386890173,177,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Rebecca K. Crown / CYC,7601 S Phillips Ave ,,6481550,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'447',b'6481550',b'http://www.chicagoyouthcenters.org',b'60649',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'chicago youth centers - rebecca k. crown / cyc',b'',b'',b'',b'',b'',b'11/01/16',b'',b'annette.anthony@chicagoyouthcenters.org',b'508236',b'',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'7601 s phillips ave',b''
137,0.905627,178,CPS_Early_Childhood_Portal_scrape.csv, Howard Area Community Center - Howard Area,7638 N Paulina Ave ,,3813652,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'178',b'3813652',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'howard area community center - howard area',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'7638 n paulina ave',b''
138,0.908975,179,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - Englewood,7928 S Ashland Ave ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'179',b'',b'',b'60620',b'',b'',b'',b'',b'',b'',b'',b'child care',b'childserv - englewood',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'7928 s ashland ave',b''
139,0.910621285439,180,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Wright Renaissance,7939 S Western Ave ,,4768805,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'2708it(child care it center), 2708ps(child care ps center &'",b'1305',b'4768805',b'www.adasmckinley.org',b'60620',b'',b'',b'yes',b'corllis wright',b'',b'yes',b'',b'state pre-kindergarten',b'ada s. mckinley community services - mckinley - wright renaissance',b'yes',"b'george jones, jr.'",b'ada s. mckinley community services',b'',b'',b'',b'corllis wright',b'',b'',b'ashburn',b'',b'child care',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'7939 s western',b''
140,0.905627,181,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Tiny Tots Villa,8128 S Dr. Martin Luther King Dr ,,4836251,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'181',b'4836251',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'chicago state university - tiny tots villa',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'8128 s dr. martin luther king dr',b''
141,0.907599409421,182,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - New Pisgah,8130 S Racine Ave ,,8735392,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'182',b'8735392',b'www.henryboothhouse.org',b'60620',b'',b'',b'no',b'mr. s. smith',b'',b'yes',b'',b'child care',b'henry booth house - new pisgah',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'mr. s. smith',b'',b'',b'auburn gresham',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'8130 s racine ave',b''
822,,183,CPS_Early_Childhood_Portal_scrape.csv, Human Resources Development Institute - Human Resources Development Institute,8151 S Western Ave ,,8631145,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,0.908279776573,184,CPS_Early_Childhood_Portal_scrape.csv, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'1880',b'4830900',b'www.sccsinc.org',b'60619',b'',b'',b'no',b'marsha hightower',b'',b'yes',b'',b'state pre-kindergarten',b'south central community services - south central community services',b'no',b'felicia blasingame',b'south central community services',b'',b'',b'',b'marsha hightower',b'',b'',b'chatham',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'8316 s ellis ave',b''
143,0.905872782071,185,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'1822',b'7340375',b'',b'60617',b'',b'',b'no',b'georgianna coachman',b'',b'no',b'',b'state pre-kindergarten',b'marcy newberry association - south harper montessori',b'no',b'',b'marcy newberry association',b'',b'',b'',b'',b'',b'',b'avalon park',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'8358 s stony island ave',b''
144,0.914488708973,186,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Lakeshore,850 W Eastwood Ave ,,2719403,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'1308',b'2719403',b'',b'60640',b'',b'',b'',b'',b'',b'',b'',b'child care',b'christopher house - christopher house - lakeshore',b'',b'cp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'uptown',b'850 w eastwood ave',b''
145,0.906908720732,187,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - North Kenwood Day Care Center,857 E Pershing Rd ,,2682223,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'1762',b'2682223',b'',b'60653',b'',b'',b'no',b'',b'',b'yes',b'',b'child care',b'henry booth house - north kenwood day care center',b'no',b'',b'henry booth house',b'',b'',b'',b'',b'',b'',b'oakland',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'857 e pershing rd',b''
