Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Executive Director,canonical_Id,canonical_Phone,canonical_Center Director,canonical_Zip,canonical_IDHS Provider ID,canonical_Agency,canonical_Progmod,canonical_Eearly Head Start Fund,canonical_Director,canonical_CC fund,canonical_Number per Site HS,canonical_Program Name,canonical_Site name,canonical_Website,canonical_ECE Available Programs,canonical_Funded Enrollment,canonical_Column,canonical_Number per Site EHS,canonical_Email Address,canonical_NAEYC Valid Until,canonical_Purple binder service type,canonical_Ounce of Prevention Description,canonical_Program Option,canonical_Head Start Fund,canonical_Column2,canonical_Fax,canonical_Length of Day,canonical_Source,canonical_Neighborhood,canonical_Address,canonical_NAEYC Program Id
169,0.781656,242,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - Canillitas,1333-45 W. Argyle ,,8783231,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'242',b'8783231',b'',b'60640',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'st. augustine college - canillitas',b'',b'cp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'uptown',b'1333-45 w. argyle',b''
842,,243,CPS_Early_Childhood_Portal_scrape.csv, Casa Central - CSC Development Program,1343 N. California ,,6452300,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,,244,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Center - Hope,1354 W. 61st St. ,,4715100,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,0.798571089904,245,CPS_Early_Childhood_Portal_scrape.csv, Northwestern University Settlement House,1400 W. Augusta Blvd. ,,2787471,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'245',b'2787471',b'www.nush.org',b'60622',b'',b'',b'no',b'linda mclaren',b'',b'yes',b'',b'community partnerships',b'northwestern university settlement house northwestern university settlement house',b'no',b'jose alatorre',b'northwestern university settlement house',b'',b'',b'',b'linda mclaren',b'',b'',b'west town',b'',b'',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'',b'1400 w. augusta blvd.',b''
844,,246,CPS_Early_Childhood_Portal_scrape.csv, Taylor - Day School Inc.,1414 W. 87th St ,,2392322,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,,247,CPS_Early_Childhood_Portal_scrape.csv, Little Kiddies Day Care,1447 W. Devon ,,4657702,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,,248,CPS_Early_Childhood_Portal_scrape.csv, Passages Charter School,1447 W. Montrose ,,5491052,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,0.779792308807,249,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities - Our Lady of Lourdes,1449 S. Keeler ,,5213126,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'2373',b'5213126',b'',b'60623',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'catholic charities-our lady of lourdes',b'',b'cp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'ece chicago find a school scrape.csv',b'north lawndale',b'1449 s. keeler',b''
173,0.78462,250,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services North Austin,1500 N. Mason ,,2371930,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'250',b'2371930',b'',b'60651',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'lutheran social services north austin',b'',b'cp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'austin',b'1500 n. mason',b''
847,,251,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers Centro Nuestro (Taylor),1501 N. Harding ,,2785837,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,0.784052,252,CPS_Early_Childhood_Portal_scrape.csv, Marcy-Newberry Marcy Center,1539 S. Springfield ,,7622300,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'252',b'7622300',b'',b'60623',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'marcy-newberry marcy center',b'',b'cp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'north lawndale',b'1539 s. springfield',b''
848,,253,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane Morse,1545 W. Morse ,,2621390,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,,254,CPS_Early_Childhood_Portal_scrape.csv," Early Child Care Services,Inc.",160 N. LaSalle N. 201 ,,8144782,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.806290725867,255,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons-Taylor Center For New Experiences,1633 N. Hamlin ,,2278551,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,"b'2629it(child care it center), 3401ps(hs collaboration with c'",b'1959',b'2278551',b'www.chicagocommons.org',b'60647',b'',b'',b'no',b'nilda vargas',b'',b'yes',b'',b'head start',b'chicago commons association - taylor center for new experiences',b'yes',b'dan valliere',b'chicago commons association',b'',b'',b'',b'vanessa powell',b'',b'',b'humboldt park',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'1633 n hamlin',b''
175,0.785874,256,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Paulo Freire,1653 W. 43rd Street ,,8266260,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'256',b'8266260',b'',b'60609',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'chicago commons paulo freire',b'',b'cp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'new city',b'1653 w. 43rd street',b''
850,,257,CPS_Early_Childhood_Portal_scrape.csv, Children?s Home & Aid Englewood,1701 W. 63rd St. ,,,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,0.819634,258,CPS_Early_Childhood_Portal_scrape.csv, Erie Neighborhood House,1701 W. Superior ,,5635800,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'258',b'5635800',b'',b'60622',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'erie neighborhood house',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'',b'1701 w. superior',b''
851,,259,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Ni?o New Loomis,1710-1718 S. Loomis ,,5630662,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,,260,CPS_Early_Childhood_Portal_scrape.csv, Kiddy Kare Preschools Little Tykes I,1711 W. 35th Street ,,2547710,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,261,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Ni?o Loomis Preschool,1718 S. Loomis ,,5630662,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,262,CPS_Early_Childhood_Portal_scrape.csv, Kiddy Kare Preschools Little Tykes II,1723 W. 35th Street ,,5791791,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,0.78191,263,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services Rogers Park,1754 W. Devon ,,2623366,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'263',b'2623366',b'',b'60660',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'lutheran social services rogers park',b'',b'cp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'rogers park',b'1754 w. devon',b''
178,0.843017,264,CPS_Early_Childhood_Portal_scrape.csv, Children?s Place Family Center,1800 N. Humboldt Blvd. ,,,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'264',b'3959193',b'',b'60622',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'children?s place family center',b'',b'cp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'logan square',b'1800 n. humboldt blvd.',b''
179,0.786146,265,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Day Nursery,1802 N. Fairfield ,,4864222,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'265',b'4864222',b'',b'60647',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'lutheran day nursery',b'',b'cp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'logan square',b'1802 n. fairfield',b''
180,0.786146,266,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Guadalupano,1814 S. Paulina ,,6663883,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'266',b'6663883',b'',b'60608',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'chicago commons guadalupano',b'',b'cp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'lower west side',b'1814 s. paulina',b''
855,,267,CPS_Early_Childhood_Portal_scrape.csv, Chicago International Charter Basil Campus,1816 W. Garfield Blvd. ,,8630652,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,268,CPS_Early_Childhood_Portal_scrape.csv, YMCA McCormick Tribune Preschool,1834 N. Lawndale ,,2352525,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,,269,CPS_Early_Childhood_Portal_scrape.csv, Wee Care Nursery School & Kindergarten,1845 E. 79th St. ,,2214442,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,270,CPS_Early_Childhood_Portal_scrape.csv, City Colleges Malcolm X CDC,1900 W. Van Buren ,,8507176,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,,271,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - St. Pius V,1919 S. Ashland ,,2261590,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,0.782116,272,CPS_Early_Childhood_Portal_scrape.csv, UIC Children?s Center II - West,1919 W. Taylor (m/c 525) Rm. 128 ,,4135326,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'272',b'4135326',b'',b'60612',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'uic children?s center ii - west',b'',b'cp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'near west side',b'1919 w. taylor (m/c 525) rm. 128',b''
860,,273,CPS_Early_Childhood_Portal_scrape.csv, Terry Town Vireva Nursery School,1935 W. 51st St. ,,9258417,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0.792830417554,274,CPS_Early_Childhood_Portal_scrape.csv, El Valor Corporation-Guadalupe Reyes Children and Family Center,1951 W. 19th St. ,,9972021,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,"b'4141ps(child care ps center), 7026ps(hs collaboration with c'",b'2146',b'9972021',b'www.elvalor.org',b'60608',b'',b'',b'no',b'lydia marcos',b'',b'yes',b'',b'child care',b'el valor - guadalupe reyes children & family center',b'yes',b'vincent allocco',b'el valor',b'',b'',b'',b'rosa moreno',b'',b'',b'lower west side',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'1951 w 19th st',b''
861,,275,CPS_Early_Childhood_Portal_scrape.csv, New Zion Child Care Academy,1960 W. 13th St. ,,7331263,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,,276,CPS_Early_Childhood_Portal_scrape.csv, Loop Learning Center,2001 S. Michigan Ave. ,,2258828,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.817552705606,277,CPS_Early_Childhood_Portal_scrape.csv, North Avenue Day Nursery,2001 W. Pierce ,,3424499,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,"b'3270ps(hs collaboration with childcare & prek), 2742ps(child'",b'60',b'3424499',b'www.nadnkids.org',b'60622',b'',b'',b'no',b'steve koll',b'',b'yes',b'',b'child care',b'north avenue day nursery - north avenue day nursery',b'yes',b'steve koll',b'north avenue day nursery',b'',b'',b'',b'steve koll',b'',b'',b'west town',b'',b'child care',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'2001 w pierce',b''
863,,278,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center Roosevelt,2020 W. Roosevelt ,,2434881,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0.835929,279,CPS_Early_Childhood_Portal_scrape.csv, Dorsey Developmental Institute I,2050 E. 93rd Street ,,3754300,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'279',b'3754300',b'',b'60617',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'dorsey developmental institute i',b'',b'cp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'calumet heights',b'2050 e. 93rd street',b''
864,,280,CPS_Early_Childhood_Portal_scrape.csv," Loren Children's Learning Center, Inc.",2106 E. 79th St. ,,3569400,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,,281,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - St. Paul/ Our Lady of Vilna,2114 W. 22nd Pl. ,,8476078,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,,282,CPS_Early_Childhood_Portal_scrape.csv, Marillac House,212 S. Francisco ,,7227440,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.595178484917,283,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League,2141 S. Tan Ct. ,,7910454,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'625',b'7910418',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'state pre-kindergarten',b'chinese american service league - chinese american service league',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'2141 s tan ct',b''
867,,284,CPS_Early_Childhood_Portal_scrape.csv, A Child's World Early Learning Center,2145 E. 83rd St. ,,9786598,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,,285,CPS_Early_Childhood_Portal_scrape.csv, St. Vincent DePaul Child Development,2145 N. Halsted ,,,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,,286,CPS_Early_Childhood_Portal_scrape.csv, Laurance Armour School,2150 W. Harrison St. ,,9426501,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,,287,CPS_Early_Childhood_Portal_scrape.csv," Precious Little One's Learning Center, Inc.",221 E. 51st St. ,,2859902,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,,288,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - St. Ann,2211 W. 18th Pl. ,,8294153,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,,289,CPS_Early_Childhood_Portal_scrape.csv, Casa Central - Casa Infantil Child Development Program,2222 N. Kedzie Ave. ,,7721170,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,,290,CPS_Early_Childhood_Portal_scrape.csv, Ahadi Early Learning Center,2257 E. 71st St. ,,2517086,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,,291,CPS_Early_Childhood_Portal_scrape.csv, Love Learning Center,228 E. 61st Street ,,7520243,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,,292,CPS_Early_Childhood_Portal_scrape.csv, El Hogar Del Nino California,2325 S. California ,,,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,,293,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Gentry,2326 S. Dearborn ,,8428557,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,0.798416912556,294,CPS_Early_Childhood_Portal_scrape.csv, Kenyatta?s Day Care Center,2334 E. 75th Street ,,2213777,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'2594',b'2213777',b'',b'60649',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',"b""kenyatta's day care center""",b'',b'cp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'south shore',b'2334 e. 75th street',b''
877,,295,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Trumball Park,2400 E. 105th St ,,9785341,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,,296,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House Hilliard at Quinn Chapel,2401 S. Wabash ,,7919710,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,,297,CPS_Early_Childhood_Portal_scrape.csv, YMCA High Ridge,2424 W. Touhy ,,2628300,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,,298,CPS_Early_Childhood_Portal_scrape.csv, El Valor Corporation-Carlos Cantu Children and Family Centers,2434 S. Kildare ,,7219311,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0.799418,299,CPS_Early_Childhood_Portal_scrape.csv," Wee Wee Center for Creative Learning, Inc.",2434 W. 71st St. ,,4710869,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'299',b'4710869',b'http://weeweecenter.com',b'60629',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',"b'wee wee center for creative learning, inc.'",b'',b'',b'',b'',b'',b'05/31/15',b'',b'weeweecenter@sbcglobal.net',b'723603',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'',b'2434 w. 71st st.',b''
881,,300,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - Our Lady of Grace,2446 N. Ridgeway Ave. ,,3420170,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,0.787425,301,CPS_Early_Childhood_Portal_scrape.csv, Mother?s Touch I,2501 W. 71st Street ,,4363177,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'301',b'4363177',b'',b'60629',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'mother?s touch i',b'',b'cp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'chicago lawn',b'2501 w. 71st street',b''
55,0.802250027657,302,CPS_Early_Childhood_Portal_scrape.csv, Christopher House Greenview,2507 N. Greenview ,,4721083,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,"b'2681it(child care it center), 3406ps(hs collaboration with c'",b'77',b'4721083',b'www.christopherhouse.org',b'60614',b'',b'',b'no',b'aimee washington',b'',b'yes',b'',b'child care',b'christopher house - christopher house - greenview',b'no',b'lori baas',b'christopher house',b'',b'',b'',b'aimee washington',b'',b'',b'lincoln park',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'lincoln park',b'2507 n greenview',b''
882,,303,CPS_Early_Childhood_Portal_scrape.csv, Children?s Home & Aid Society Viva,2516 W. Division ,,2526313,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.805585885048,304,CPS_Early_Childhood_Portal_scrape.csv, Christopher House Logan Square,2610 N. Francisco ,,2354073,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'3122',b'2354073',b'',b'60647',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'christopher house logan sq',b'',b'cp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'logan square',b'2610 n francisco ave',b''
57,0.582640945911,305,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College Nayarit,2610 W. 25th Pl. ,,8783653,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'1257',b'8783641',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care',b'st. augustine college - st. augustine - nayarit',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'2610 w 25th pl',b''
883,,306,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - St. Agnes of Bohemia,2643 S. Central Park Ave. ,,5220143,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,307,CPS_Early_Childhood_Portal_scrape.csv," Teddy Bear Nursery School, Inc. I",2649 W. 51st Street ,,4760700,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,308,CPS_Early_Childhood_Portal_scrape.csv, Gads Hill Child Care Center,2653 W. Ogden ,,5211196,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,309,CPS_Early_Childhood_Portal_scrape.csv, Little Kids Village Learning,2656 W. 71st St. ,,7764753,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,0.770104,310,CPS_Early_Childhood_Portal_scrape.csv, YMCA Rauner Family,2700 S. Western Ave. ,,5060130,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'310',b'5060130',b'http://ymcachgo.org',b'60608',b'',b'',b'',b'',b'',b'',b'',b'community partnerships',b'ymca rauner family',b'',b'',b'',b'',b'',b'11/01/15',b'',b'ssifuentes@ymcachicago.org',b'726196',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'cps_early_childhood_portal_scrape.csv',b'',b'2700 s. western ave.',b''
887,,311,CPS_Early_Childhood_Portal_scrape.csv, Keeper?s Institute Infant/Child Care,2718 W. 59th St. ,,4348835,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,,312,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane West,2820 N. Leavitt ,,3485528,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
